	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
MAX_-_65569350.23-P1P2	6274	7580	4007	3821	908	1801	3046	2751	275	712
MAX_-_65569419.23-P1P2	5289	6498	4698	13092	3584	27295	2668	11762	3678	40944
MAX_-_65569450.23-P1P2	5577	5541	4707	4953	4325	3379	3349	4211	2921	3117
MAZ_+_29817497.23-P1P2	2851	3247	1051	913	130	193	632	1195	59	20
MAZ_+_29817572.23-P1P2	2546	3294	291	1913	595	5255	124	2378	501	6723
MAZ_+_29817588.23-P1P2	4319	4836	7290	4771	974	610	5130	3977	261	243
MAZ_+_29817635.23-P1P2	4094	4152	2093	608	2462	1218	661	85	1242	627
MAZ_+_29817639.23-P1P2	4503	5317	7002	15661	1539	2605	10942	12517	1072	2323
MBD1_+_47808083.23-P1P2	5916	6948	6800	20845	32825	31212	7711	36867	91224	25269
MBD1_+_47808220.23-P1P2	5768	6661	13702	7714	1920	5830	12910	6040	723	6987
MBD1_+_47808375.23-P1P2	1685	1369	1285	574	37	217	678	568	4	347
MBD1_-_47808173.23-P1P2	2794	2394	4196	1476	1494	37	2221	1613	754	7
MBD1_-_47808178.23-P1P2	3997	4852	3345	12588	1895	14309	1693	12722	769	13772
MBD5_+_148778372.23-P1P2	7348	8002	5262	12362	1325	2688	4059	14928	2543	1482
MBD5_+_148778391.23-P1P2	6483	7071	6040	5149	3904	849	4461	4375	1221	585
MBD5_+_148778475.23-P1P2	6011	7504	9845	9133	11392	5849	8853	9890	9463	6567
MBD5_+_148778492.23-P1P2	4013	5295	7074	7728	942	7527	7412	7925	428	13042
MBD5_+_148778508.23-P1P2	3161	4057	3969	11201	814	5304	4630	15712	1168	2315
MBNL1_+_151986405.23-P1P2	9069	9233	7877	5304	15769	10128	5632	2917	12025	11591
MBNL1_+_151986416.23-P1P2	6121	7329	4408	8949	10589	1899	3929	8558	13106	1037
MBNL1_+_151986480.23-P1P2	4942	5016	2811	1120	11957	2276	2752	309	11435	1189
MBNL1_-_151986538.23-P1P2	5405	5440	2892	669	4927	5453	4149	259	7570	9507
MBNL1_-_151986623.23-P1P2	4767	5225	3642	1665	2053	4630	2202	361	778	4310
MBNL3_+_131573863.23-ENST00000370839.3,ENST00000370853.3	877	921	130	228	166	2	34	443	21	0
MBNL3_+_131574017.23-ENST00000370839.3,ENST00000370853.3	4459	5824	1556	7808	1321	13312	729	4820	865	7258
MBNL3_-_131574031.23-ENST00000370839.3,ENST00000370853.3	5804	7185	6232	4859	6376	7362	4722	2466	3197	8229
MBNL3_-_131574048.23-ENST00000370839.3,ENST00000370853.3	5916	6513	5173	3645	2799	3455	3120	2267	2603	1554
MBNL3_-_131574265.23-ENST00000370839.3,ENST00000370853.3	3663	4992	4497	3953	3504	3657	4037	1910	2613	1956
MCM9_-_119256325.23-P1P2	1471	1812	902	1175	975	167	368	522	672	10
MCM9_-_119256427.23-P1P2	5880	5881	8442	15421	3809	5242	8127	18549	2190	6312
MCM9_-_119256446.23-P1P2	4749	5684	4642	9074	2455	6636	2959	8436	1172	2142
MCM9_-_119256457.23-P1P2	4284	5017	4469	7491	1103	7614	4627	5622	728	9419
MCM9_-_119256476.23-P1P2	4687	4845	5622	3168	2380	362	3158	1162	1751	36
MCRS1_-_49961983.23-P1P2	2181	2016	1356	661	866	1240	519	311	225	362
MCRS1_-_49962114.23-P1P2	3876	4635	2602	1403	2011	6207	1644	681	1277	4881
MCRS1_-_49962173.23-P1P2	2864	2777	2738	963	940	3898	1874	685	454	5130
MCRS1_-_49962178.23-P1P2	3993	3934	2096	614	2052	2646	1871	180	6133	2151
MCRS1_-_49962361.23-P1P2	4734	5938	3248	5713	2169	1256	3004	7242	4246	483
MDFI_+_41604634.23-P1P2	6097	6821	6273	5257	16560	5309	6691	3331	7299	3452
MDFI_-_41604580.23-P1P2	5240	6205	4595	3689	1180	334	2480	1550	625	95
MDFI_-_41604591.23-P1P2	2865	4035	1681	561	4485	40	920	148	2585	17
MDFI_-_41604640.23-P1P2	5983	6904	3279	4849	2628	1619	1878	1805	1118	536
MDFI_-_41604679.23-P1P2	2141	2766	888	7464	508	3797	257	13290	165	1934
MDM2_+_69201825.23-P1P2	4175	4618	2889	4250	1423	9775	1088	6827	301	7572
MDM2_+_69201921.23-P1P2	3253	3995	3277	7070	2481	2726	1407	6251	1537	731
MDM2_-_69201735.23-P1P2	1213	1137	314	865	673	91	32	236	261	13
MDM2_-_69201874.23-P1P2	4711	5103	4517	2050	1684	11126	3983	474	1018	16289
MDM2_-_69201999.23-P1P2	4896	5405	6689	14218	3754	13008	5797	19310	1966	15697
MEAF6_+_37980617.23-P1P2	4357	5311	2965	13028	5409	5915	2217	28912	3255	8438
MEAF6_+_37980620.23-P1P2	3340	3404	1466	3625	310	33588	345	2129	47	19942
MEAF6_-_37980485.23-P1P2	4198	4871	8150	1133	1488	2106	9644	267	1439	2114
MEAF6_-_37980495.23-P1P2	976	907	9428	4187	1873	94	9384	5833	1816	19
MEAF6_-_37980523.23-P1P2	3195	3541	4144	2735	1481	3589	2754	1287	609	5826
MECP2_+_153363264.23-P1P2	6228	6874	3384	3359	2925	8195	3123	1959	1684	4505
MECP2_+_153363284.23-P1P2	2725	2790	3862	2130	2057	4986	2426	653	1001	1766
MECP2_-_153363297.23-P1P2	6242	6821	2870	7780	769	5488	1128	4834	435	2683
MECP2_-_153363310.23-P1P2	7233	7690	10753	6153	2066	1612	10111	6164	1415	649
MECP2_-_153363468.23-P1P2	4259	3803	3886	3520	5638	640	2683	2725	4036	21
MED10_+_6378738.23-P1P2	2276	2383	2167	19018	3132	18152	1160	27503	2630	26624
MED10_-_6378730.23-P1P2	3705	3413	3183	2135	656	1849	1543	930	123	1019
MED10_-_6378755.23-P1P2	4213	4249	5454	2825	6488	4458	5465	2215	8176	3086
MED10_-_6378765.23-P1P2	5752	5837	7210	9360	5327	14343	11491	6585	3713	11086
MED10_-_6378769.23-P1P2	3210	3350	8276	6483	3594	5201	8680	4855	2426	2205
MED11_-_4634546.23-P1P2	4927	4824	6671	6134	4513	6069	3793	5101	4292	3996
MED11_-_4634553.23-P1P2	3754	3708	2283	12357	1567	824	2201	7999	1452	177
MED11_-_4634581.23-P1P2	6570	7715	10083	7924	7896	8481	12985	3775	5060	4775
MED11_-_4634593.23-P1P2	5600	6047	4933	2474	5307	2353	3751	654	2848	1762
MED11_-_4634706.23-P1P2	1710	2143	948	463	1693	78	643	41	5155	4
MED12_+_70338266.23-P1P2	2314	2469	2009	1621	681	35	1767	802	279	17
MED12_+_70338335.23-P1P2	3735	4510	3329	2015	2397	276	2714	460	2176	57
MED12_+_70338369.23-P1P2	4007	4348	9697	4641	2318	1489	18399	2418	3119	794
MED12_+_70338410.23-P1P2	3567	3986	3896	5021	5419	74	2185	3590	2844	13
MED12_+_70338420.23-P1P2	1460	1361	1447	3778	180	643	595	4075	17	187
MED13L_+_116715503.23-P1P2	3548	4278	2457	12220	5334	8869	1635	14729	4736	6310
MED13L_+_116715892.23-P1P2	5590	5765	3474	11655	4425	5206	1199	6243	3443	2439
MED13L_-_116715580.23-P1P2	3205	2729	10758	5644	6338	2285	12520	6687	5465	2284
MED13L_-_116715612.23-P1P2	3187	3525	3670	3858	40318	1400	3254	6171	94391	1774
MED13L_-_116715677.23-P1P2	3676	3731	5808	1774	4738	37	5527	2024	5637	17
MED13_+_60142876.23-P1P2	6662	7647	5086	10295	1899	7285	3771	11939	2058	4627
MED13_+_60142977.23-P1P2	5147	6194	12193	3176	1506	8850	19128	1618	1551	17811
MED13_-_60142888.23-P1P2	2629	2633	9463	925	8702	7514	13367	223	16875	12015
MED13_-_60143026.23-P1P2	4760	4944	13459	2671	8992	5362	17465	2442	3766	2094
MED13_-_60143037.23-P1P2	3602	3439	4064	2080	501	2388	2358	1050	32	1270
MED14_-_40595003.23-P1P2	3749	3523	2986	2030	63	1738	3888	2005	8	308
MED14_-_40595011.23-P1P2	5620	5807	6041	6142	13258	2219	2752	5371	26969	1267
MED14_-_40595136.23-P1P2	3419	3906	5786	2931	2848	2768	3081	1861	10395	1048
MED14_-_40595167.23-P1P2	2818	2806	1274	3159	962	3312	466	4900	380	3170
MED14_-_40595261.23-P1P2	6421	8193	6267	4481	22207	1482	4432	1284	18180	1442
MED15_+_20850161.23-P2	2916	3049	4254	3435	539	790	1693	4163	211	167
MED15_+_20850197.23-P2	4240	4515	2732	1979	1380	5235	1564	1716	1510	2239
MED15_+_20850223.23-P2	7970	8807	10179	6465	8743	6821	6026	3508	6666	2682
MED15_+_20861756.23-P1	6595	7482	13585	9246	6676	8878	11276	6397	4845	10717
MED15_-_20850143.23-P2	4893	5419	2102	9799	662	6046	371	8017	460	5816
MED15_-_20850215.23-P2	3185	3284	4303	1443	1116	3296	7839	432	391	2800
MED15_-_20861621.23-P1	2685	2982	338	106	68	345	166	77	4	51
MED15_-_20861733.23-P1	5718	5024	6803	3638	5125	7271	7594	2932	10551	6148
MED15_-_20861763.23-P1	4346	4694	2449	2311	2857	905	2580	730	2772	534
MED15_-_20861786.23-P1	10103	11394	12767	10683	25662	8254	8959	8577	38291	10630
MED16_+_893204.23-P1P2	6599	7636	7481	12950	6041	950	5567	13659	5253	1465
MED16_+_893248.23-P1P2	2189	2352	1513	1100	191	8816	531	2255	48	12330
MED16_+_893294.23-P1P2	2510	2472	1632	920	1534	723	627	137	1636	141
MED16_-_893222.23-P1P2	4383	4661	2698	2343	1647	302	1076	660	1227	70
MED16_-_893312.23-P1P2	5123	5864	7211	7087	4686	5969	4429	10634	5785	2935
MED17_+_93517227.23-P1P2	3351	3804	3902	5539	1899	13211	1893	5184	1098	14496
MED17_+_93517355.23-P1P2	3572	4096	4356	9488	11024	9023	2766	12887	9183	5771
MED17_+_93517371.23-P1P2	2562	3047	8455	1959	13163	961	10899	1019	18215	222
MED17_+_93517424.23-P1P2	3443	4696	5092	8631	2964	8814	4769	6511	1418	12339
MED17_-_93517370.23-P1P2	2514	2710	946	2233	2644	2006	257	1299	765	885
MED18_+_28655394.23-P1P2	4644	5356	5280	5327	4698	5043	6994	4690	4779	3701
MED18_+_28655413.23-P1P2	3940	4968	3282	7636	4050	8811	1958	9529	2323	10175
MED18_+_28655447.23-P1P2	6330	6855	4081	2125	2284	1445	2707	1037	1391	331
MED18_+_28655477.23-P1P2	5582	7267	3665	12863	692	12618	863	9604	179	6654
MED18_-_28655545.23-P1P2	4390	4873	9301	7371	3939	17909	7956	5652	4019	21941
MED19_+_57479876.23-P1P2	7013	8010	11432	7888	3316	2427	11515	8933	2249	1533
MED19_+_57479992.23-P1P2	3267	3561	2725	8155	1904	1299	1111	8199	2188	546
MED19_-_57479760.23-P1P2	6150	6240	9445	8634	7167	1419	10977	12761	4689	774
MED19_-_57479983.23-P1P2	2795	4017	2849	3812	2096	750	2008	4220	1608	367
MED19_-_57480062.23-P1P2	2237	2910	1762	5714	483	1237	1121	7870	520	863
MED20_+_41888907.23-P1P2	10566	11754	26364	8623	31122	6252	37733	5180	39519	2866
MED20_+_41888934.23-P1P2	11723	12517	20173	43142	6150	31435	16074	55530	4666	19805
MED20_+_41888949.23-P1P2	13414	15923	20925	16634	9703	10709	21676	13146	7309	6819
MED20_+_41889249.23-P1P2	5422	6088	9482	23558	2021	15112	14108	15904	732	12863
MED20_-_41888967.23-P1P2	12631	14446	18323	11593	8719	7735	11542	7155	9964	5153
MED21_+_27175328.23-P1P2	5632	6094	3472	3277	4513	1389	2396	975	3248	866
MED21_+_27175372.23-P1P2	7059	7197	5338	2058	4384	79422	4051	780	3004	39845
MED21_+_27175401.23-P1P2	4165	4122	1523	8146	730	5326	1059	11453	182	5656
MED21_-_27175354.23-P1P2	1435	1364	466	3096	417	21	100	5709	470	5
MED21_-_27175387.23-P1P2	4692	4953	4800	5366	4192	1980	3477	3097	4937	696
MED22_+_136214767.23-P1P2	3037	3171	804	3506	780	5332	175	2356	466	14782
MED22_+_136214889.23-P1P2	2398	2732	4973	1441	1847	559	4186	1016	1803	501
MED22_+_136215014.23-P1P2	3577	4252	3163	2837	2686	859	1327	1596	1819	1406
MED22_+_136215092.23-P1P2	5361	6781	4103	6543	7153	581	3045	3230	5691	358
MED22_-_136215227.23-P1P2	3292	3376	750	961	656	3275	263	510	183	1540
MED23_+_131949487.23-P1P2	3619	4294	3236	2574	8171	1718	2037	589	7063	2303
MED23_-_131949376.23-P1P2	5357	5146	4828	3916	15654	10145	3911	2430	20231	11195
MED23_-_131949461.23-P1P2	4808	5108	3513	9493	5174	25266	2506	5257	2669	31099
MED23_-_131949476.23-P1P2	3713	3977	1971	3368	2260	1153	1131	1553	1369	1027
MED23_-_131949496.23-P1P2	2093	2325	2267	1806	2019	6287	1750	1491	1408	2964
MED24_+_38210781.23-P1P2	6540	6630	8005	7033	7992	977	4589	10177	7475	824
MED24_+_38210909.23-P1P2	4894	5941	6965	21592	3234	191191	6144	44475	1570	363076
MED24_+_38210918.23-P1P2	4364	4817	17406	6152	4295	3518	31571	6326	2438	1061
MED24_+_38210947.23-P1P2	4507	4534	3991	3882	1647	4569	4978	1042	1004	4628
MED24_-_38210886.23-P1P2	4590	4885	2557	4100	4080	3218	968	3944	3434	2340
MED25_+_50321396.23-P1P2	3258	3384	1431	4570	4096	11939	540	2489	6322	11665
MED25_-_50321254.23-P1P2	4781	4358	3194	4904	2360	969	1629	2303	1431	223
MED25_-_50321311.23-P1P2	1624	1839	2333	809	1010	140	4287	433	931	11
MED25_-_50321565.23-P1P2	6800	7290	5143	7632	2927	11528	1911	6721	1302	4410
MED25_-_50321608.23-P1P2	2707	2717	9002	1096	1125	4840	6369	296	607	1732
MED26_+_16739182.23-P1P2	4008	3611	7389	9869	2506	1020	10402	12401	2341	450
MED26_+_16739249.23-P1P2	5636	6302	9067	2776	2702	7236	5215	1330	1600	5442
MED26_-_16739169.23-P1P2	3230	4247	1313	1315	617	3424	489	506	32	1626
MED26_-_16739231.23-P1P2	1733	1774	1247	569	1639	249	1444	217	1326	118
MED26_-_16739371.23-P1P2	3610	4147	6828	3986	8772	1000	3285	3219	17075	289
MED27_+_134955488.23-P1P2	6563	6177	5504	3932	8188	21513	4473	2252	5207	14801
MED27_-_134955317.23-P1P2	3744	3973	2400	7613	685	4601	931	12481	302	10154
MED27_-_134955337.23-P1P2	3406	4741	7351	6857	7349	3889	8609	6407	3604	2097
MED27_-_134955430.23-P1P2	1232	1121	1063	785	1047	2840	941	714	209	2120
MED27_-_134955506.23-P1P2	1371	2054	2189	3283	1917	3013	2468	3575	714	1538
MED28_+_17616160.23-P1P2	5792	5895	16078	6449	6819	10181	21720	9282	3496	6047
MED28_+_17616167.23-P1P2	3971	4158	2995	5302	3722	5357	715	4663	2791	9964
MED28_+_17616200.23-P1P2	878	804	625	2023	477	2642	452	1827	239	732
MED28_+_17616230.23-P1P2	4382	4571	7819	17936	4220	11827	8082	29625	13682	9412
MED28_-_17616245.23-P1P2	2646	3376	6403	5132	4261	27255	8643	4550	7518	21716
MED29_+_39881751.23-P1P2	4429	5416	7192	6504	2692	6706	5729	4353	1862	5470
MED29_-_39881840.23-P1P2	4441	4315	2601	9908	3704	2483	1972	9556	1984	1138
MED29_-_39881873.23-P1P2	5155	6370	10277	5051	573	3141	17462	3768	219	3405
MED29_-_39881925.23-P1P2	4912	6617	2062	2488	3606	4888	908	2148	1422	3227
MED29_-_39881998.23-P1P2	3172	3277	6179	1963	7191	1276	4186	629	6323	565
MED30_+_118532800.23-P1P2	5149	5295	3440	3881	2845	2304	2379	2962	3171	844
MED30_+_118532858.23-P1P2	3281	3534	569	1173	4360	2220	379	772	2718	1611
MED30_+_118532880.23-P1P2	6752	6735	6256	5091	6318	2512	5213	5178	3768	1499
MED30_+_118532885.23-P1P2	5582	5917	4983	10253	4696	5613	5832	10720	4514	3108
MED30_-_118532826.23-P1P2	5028	4745	2125	16682	3932	15600	828	15770	1167	10502
MED31_+_6554978.23-P1P2	4052	4158	5024	5848	1105	1867	7410	7636	541	596
MED31_+_6554993.23-P1P2	5035	6087	4869	8795	2239	12730	5513	11133	894	11023
MED31_+_6555088.23-P1P2	6371	6951	4795	25706	3364	4062	6296	43529	2075	2221
MED31_-_6554967.23-P1P2	2809	3696	876	2520	1123	339	471	2539	1480	41
MED31_-_6555036.23-P1P2	886	1267	1826	7142	1070	4610	2097	12040	341	6437
MED4_+_48669368.23-P1P2	1456	1561	138	1065	100	354	5	208	45	184
MED4_-_48669281.23-P1P2	2848	3026	2086	792	212	1903	551	496	36	1410
MED4_-_48669291.23-P1P2	3268	4442	3814	1717	12824	2816	2367	395	11606	938
MED4_-_48669385.23-P1P2	6639	7783	3931	11988	3925	28897	3106	11625	3422	94647
MED4_-_48669395.23-P1P2	1557	2023	1260	892	3670	57	404	255	5861	6
MED6_-_71067446.23-P1P2	6235	7139	15257	8905	7494	13287	16928	8029	5614	6422
MED6_-_71067466.23-P1P2	4624	4997	4749	3269	3544	878	3353	2071	3851	115
MED6_-_71067474.23-P1P2	2984	3195	2564	416	2665	1697	2103	113	2196	454
MED6_-_71067578.23-P1P2	3374	3312	5542	5284	11199	7191	4875	3790	11000	6720
MED6_-_71067583.23-P1P2	3638	3924	4212	7592	9390	11773	5538	8976	16598	9397
MED7_+_156569920.23-P1P2	1316	1192	468	403	56	78	79	66	49	2
MED7_+_156569973.23-P1P2	2753	3053	1188	1846	1386	26236	554	1112	214	58316
MED7_+_156569978.23-P1P2	2263	2080	1682	772	635	12	704	273	434	4
MED7_+_156570278.23-P1P2	2063	1930	364	673	3155	122	88	121	5030	11
MED7_-_156570052.23-P1P2	596	662	663	1150	1543	46	167	1973	2980	14
MED8_+_43855567.23-P1P2	7098	7652	10447	5789	14372	1020	9708	4051	15437	435
MED8_-_43855587.23-P1P2	3635	4725	5494	6486	7593	2857	2668	5227	7841	1628
MED8_-_43855708.23-P1P2	5996	5839	9743	8509	4830	2659	13778	13153	6014	1121
MED8_-_43855711.23-P1P2	3406	3912	2884	8885	1568	3874	1516	10604	989	3394
MED8_-_43855804.23-P1P2	4049	4115	3902	1056	6139	261	2542	317	3425	74
MED9_+_17380147.23-P1P2	6297	6625	5365	4254	6670	2633	4354	1361	6436	1574
MED9_+_17380171.23-P1P2	3891	4394	1699	4891	7218	30050	444	4040	2932	17369
MED9_+_17380210.23-P1P2	2514	3092	715	3739	2051	15699	85	4195	801	27840
MED9_+_17380218.23-P1P2	2405	2675	2285	761	1055	734	1245	312	350	158
MED9_+_17380228.23-P1P2	5183	6106	4343	4484	6283	9679	3083	1741	5216	18860
MEF2A_+_100105848.23-P1P2	3277	3743	1465	1860	1466	1113	520	274	1047	1838
MEF2A_-_100106054.23-P1P2	1675	1749	844	295	346	474	529	41	98	276
MEF2A_-_100106059.23-P1P2	3093	4267	1513	4281	158	22	639	1882	13	10
MEF2A_-_100106103.23-P1P2	3578	3156	3601	4676	15728	3176	1627	3680	11443	2501
MEF2A_-_100106150.23-P1P2	2382	2658	5575	5259	2689	2887	3044	6086	2176	4055
MEF2D_+_156470573.23-P1P2	6849	7583	4160	2851	8709	7256	2826	1062	11891	6160
MEF2D_+_156470669.23-P1P2	9018	10245	27564	10593	19073	2852	30028	12439	26159	2489
MEF2D_+_156470709.23-P1P2	3421	4321	1910	5469	2645	1154	1198	3927	1525	845
MEF2D_+_156470726.23-P1P2	1898	1708	411	225	251	12	51	93	91	1
MEF2D_-_156470898.23-P1P2	4752	5466	3105	1122	6818	2708	2564	517	2443	2364
MEIS2_+_37392729.23-P1P2	6621	6862	7326	13601	22847	8029	4545	13327	19041	3982
MEIS2_+_37392826.23-P1P2	4742	4895	4056	4399	361	1318	3992	3700	123	920
MEIS2_-_37392858.23-P1P2	2950	2846	3480	736	241	4479	3543	1262	41	2434
MEIS2_-_37392864.23-P1P2	3944	3566	3963	582	14834	545	4930	256	17761	411
MEIS2_-_37392976.23-P1P2	1111	1625	6	95	68	8	2	53	17	0
MESP1_+_90294244.23-P1P2	2869	2981	955	1079	3412	566	592	468	1745	484
MESP1_-_90294259.23-P1P2	5636	5750	6150	5555	12740	7982	3905	5730	8893	5948
MESP1_-_90294262.23-P1P2	5372	5691	7246	8752	8966	2290	7682	7543	7583	1800
MESP1_-_90294311.23-P1P2	4193	4176	8607	16784	5938	3624	8008	22697	3493	2903
MESP1_-_90294358.23-P1P2	4322	4678	6039	4033	7040	340	7586	4072	16456	64
METTL3_+_21979550.23-P1P2	1219	1293	1357	243	256	123	935	51	36	61
METTL3_+_21979591.23-P1P2	5469	5926	1904	5112	5086	3760	580	3374	4637	2724
METTL3_-_21979490.23-P1P2	4705	5677	2806	28313	20761	15961	2172	35010	28537	10327
METTL3_-_21979565.23-P1P2	5943	6462	5469	5205	16050	7176	2975	4707	17272	6242
METTL3_-_21979647.23-P1P2	2716	3330	6198	6411	4908	3935	7847	6172	4093	3887
METTL8_+_172290623.23-P1P2	5538	5676	9824	2530	4081	1254	17454	1799	5704	725
METTL8_+_172290730.23-P1P2	6641	8614	3475	18108	7110	14483	1984	20128	7727	12383
METTL8_-_172290551.23-P1P2	3331	2654	2980	2300	2177	1095	1857	1426	1517	267
METTL8_-_172290862.23-P1P2	4045	4337	2566	3214	1886	1027	1006	3586	1348	47
METTL8_-_172291656.23-P1P2	3852	3803	17865	2609	11907	194	59441	5418	9288	116
MGEA5_+_103578367.23-P1P2	6539	6518	3722	6548	20108	2922	1882	6249	59341	5549
MGEA5_-_103578384.23-P1P2	3951	4510	3272	4481	1157	3005	2945	5324	548	2468
MGEA5_-_103578421.23-P1P2	4873	6332	5555	4815	4332	5938	6208	3005	2332	5112
MGEA5_-_103578454.23-P1P2	5732	6764	6316	3836	6455	14322	4743	990	7569	8205
MGEA5_-_103578463.23-P1P2	4118	5047	1296	2637	1563	6213	617	759	373	2269
MIER1_+_67390503.23-P1	5707	5812	9232	8372	4035	3631	14030	5131	6887	1831
MIER1_+_67390527.23-P1	4376	5743	2901	29578	3846	9595	1975	43242	3958	7125
MIER1_+_67395725.23-P2	2982	3478	8946	7317	7979	1911	9908	4510	5367	829
MIER1_+_67395737.23-P2	3091	2989	2414	925	1923	70	1454	394	564	6
MIER1_+_67395765.23-P2	3128	4104	1900	3128	1701	3965	1318	4094	540	2125
MIER1_+_67395782.23-P2	3240	3729	1397	4410	3732	3837	843	3778	2672	760
MIER1_-_67390521.23-P1	5305	5812	5003	8025	4453	26197	3449	6374	3177	27659
MIER1_-_67390544.23-P1	1317	1198	758	1746	2477	3793	302	474	1688	3425
MIER1_-_67390563.23-P1	3537	4450	4976	2935	2747	674	3543	1916	2621	119
MIER1_-_67395800.23-P2	3601	3859	2918	4097	1899	5675	1628	6496	512	6621
MIER2_+_344813.23-P1P2	3879	4192	1307	3903	1469	14092	451	4978	1140	28931
MIER2_+_344948.23-P1P2	3819	3570	2017	2125	4474	762	1663	633	2068	252
MIER2_-_344920.23-P1P2	3127	4427	2710	5175	538	56	2234	4740	320	5
MIER2_-_344927.23-P1P2	2932	2746	4444	385	5888	146	6129	43	4353	38
MIER2_-_344964.23-P1P2	3706	4248	3084	3135	946	549	1118	2086	154	75
MIER3_+_56248058.23-P1P2	3304	3795	920	4101	1947	10242	308	2678	2544	10032
MIER3_+_56248143.23-P1P2	7101	8565	10993	9989	6743	5923	7006	10985	7461	6048
MIER3_+_56248164.23-P1P2	2706	2959	688	1196	2628	353	474	554	620	76
MIER3_+_56248259.23-P1P2	4603	4831	4265	2348	3461	662	4686	3618	3497	340
MIER3_-_56248068.23-P1P2	3531	3604	2268	6968	96	9169	2558	6380	63	11178
MIF4GD_+_73267334.23-P1P2	5779	7257	4184	3463	7363	8489	1443	1112	5202	4512
MIF4GD_+_73267372.23-P1P2	4662	5478	1547	3479	395	6842	159	2235	14	5094
MIF4GD_+_73267416.23-P1P2	2526	2986	2579	7273	903	17575	1025	8116	502	10977
MIF4GD_+_73267419.23-P1P2	3609	4139	5636	7857	6764	572	7091	7407	3048	130
MIF4GD_+_73267480.23-P1P2	4297	5324	3013	2221	1184	6703	1535	1360	673	3484
MINA_+_97691247.23-P1P2	3126	3303	1160	1960	7547	6611	599	581	1878	2427
MINA_+_97691379.23-P1P2	1134	1521	442	880	115	761	77	23	14	7
MINA_-_97691307.23-P1P2	4262	5737	4227	23223	1164	8526	4510	22963	795	4576
MINA_-_97691358.23-P1P2	2861	2351	7519	46	8406	988	13364	14	6058	71
MINA_-_97691385.23-P1P2	3633	4205	5669	5256	2124	11142	4799	3744	1948	7062
MIS18BP1_+_45722451.23-P1P2	8756	9316	9371	9401	25134	50906	8188	6524	25674	87669
MIS18BP1_+_45722479.23-P1P2	6875	6404	5402	16163	632	4094	4125	25236	373	1489
MIS18BP1_+_45722530.23-P1P2	5836	6988	8249	4612	4807	5101	10979	1806	5725	1953
MIS18BP1_-_45722497.23-P1P2	5462	6448	3536	9786	1316	1872	2750	7457	1493	734
MIS18BP1_-_45722535.23-P1P2	4952	5768	1695	10464	4311	14592	1585	9148	4524	25320
MITF_+_69788496.23-P1	2994	3581	3486	2436	1126	4424	3436	4226	559	6964
MITF_+_69788521.23-P1	5389	5877	5387	7923	3318	10222	5051	8430	2598	6774
MITF_+_69985200.23-P2	5094	5723	3316	4683	555	5541	4245	1790	210	4032
MITF_+_69985515.23-P2	5908	5756	8135	6398	4487	1426	9756	5710	6891	664
MITF_+_69985649.23-P2	4490	5673	13060	2271	1618	771	15573	749	1590	387
MITF_-_69788431.23-P1	5158	5212	2437	11819	1878	18659	728	9866	502	15330
MITF_-_69788469.23-P1	7976	8054	12154	7024	12321	8934	13677	3653	8003	8444
MITF_-_69788488.23-P1	4863	5020	13044	9615	20476	5873	14016	14864	32422	2944
MITF_-_69985219.23-P2	7512	8772	13860	9491	1603	1912	13821	8250	1063	672
MITF_-_69985563.23-P2	795	888	1758	15	1279	13	1890	6	1174	3
MKL2_+_14164886.23-ENST00000571589.1,ENST00000574045.1	4645	5545	3591	5814	3237	6525	2738	5779	2100	5295
MKL2_+_14172872.23-ENST00000318282.5	7497	7522	9481	14677	8092	11496	8912	16161	7808	9876
MKL2_+_14172880.23-ENST00000318282.5	7795	7848	11968	15434	1136	2647	13597	10318	483	1585
MKL2_+_14172892.23-ENST00000318282.5	6158	6972	9114	10676	5531	8744	8982	8898	2468	4033
MKL2_-_14164813.23-ENST00000571589.1,ENST00000574045.1	4504	5968	5588	3473	9903	465	6017	2110	11317	107
MKL2_-_14164851.23-ENST00000571589.1,ENST00000574045.1	5468	5335	5177	794	3249	1167	5617	146	1009	305
MKL2_-_14164855.23-ENST00000571589.1,ENST00000574045.1	4156	4858	2925	14262	4649	19251	1682	22490	3439	39611
MKL2_-_14165038.23-ENST00000571589.1,ENST00000574045.1	3256	4123	3641	2159	2346	1852	3815	905	2380	801
MKL2_-_14172910.23-ENST00000318282.5	7958	8796	11837	6766	24424	4933	19891	3878	28197	2247
MKL2_-_14172970.23-ENST00000318282.5	3266	4135	4965	1173	5114	206	3465	231	7363	98
MLXIPL_+_73038925.23-P1P2	5803	6329	15401	5035	11904	2981	14951	2735	6313	1824
MLXIPL_+_73038995.23-P1P2	2824	3388	1736	8184	11310	1335	407	5616	17583	370
MLXIPL_+_73039032.23-P1P2	3398	4187	6747	6821	5287	9533	4488	2169	2464	9006
MLXIPL_-_73038998.23-P1P2	2834	2269	5819	334	1279	15	6143	85	810	9
MLXIPL_-_73039006.23-P1P2	1202	1021	2261	2468	1836	7087	1684	5116	1647	2175
MND1_+_154265691.23-P1P2	4917	5772	4022	5052	4107	4962	3945	3400	6075	1115
MND1_+_154265766.23-P1P2	4030	4525	2199	2449	4380	3080	3385	464	3534	2110
