	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
MAML2_-_96076404.23-P1P2	5486	7542	5832	4521	4779	5265	2601	6513	9753	19392
MAML2_-_96076453.23-P1P2	3465	4390	5105	1875	3039	16776	6102	813	8069	17438
MAML3_+_141075196.23-P1P2	6479	7887	5773	5159	5035	5641	3073	5874	3350	3299
MAML3_+_141075240.23-P1P2	6566	7547	6314	8873	8535	6433	5421	9710	9599	3882
MAML3_+_141075317.23-P1P2	2856	3612	6358	2665	749	8021	7365	1607	144	18518
MAML3_+_141075320.23-P1P2	8368	10297	19933	12550	16503	6811	27290	13765	9226	5545
MAML3_-_141075378.23-P1P2	1978	2627	1382	2179	901	2556	1071	1576	1040	602
MAP1S_+_17830339.23-P1P2	6632	7807	5982	10289	2650	14284	3725	13804	1272	31970
MAP1S_-_17830300.23-P1P2	5582	7219	7747	5649	3293	9264	6074	7839	1192	17536
MAP1S_-_17830317.23-P1P2	2386	3095	980	50	2196	448	399	19	720	29
MAP1S_-_17830335.23-P1P2	2911	3399	1831	3997	2103	2014	2018	5616	3038	769
MAP1S_-_17830371.23-P1P2	3709	4138	22325	7270	8592	5050	51635	7679	15384	7561
MAP6_+_75379142.23-P1P2	4400	6268	2069	3664	1720	3529	1176	2093	921	1233
MAP6_+_75379185.23-P1P2	5086	6827	6918	7072	2074	2472	7609	5838	1013	1332
MAP6_+_75379193.23-P1P2	5279	6925	6418	3215	4078	2667	4677	2450	1869	567
MAP6_-_75378885.23-P1P2	7801	9853	9000	6376	11397	8571	7935	3180	21927	3869
MAP6_-_75379593.23-P1P2	6717	8675	3779	10417	3394	13142	2305	9542	5877	8277
MAX_+_65569008.23-P1P2	6198	8509	6953	5819	3281	5679	3473	4666	1304	6575
MAX_-_65568996.23-P1P2	3863	4713	11161	7831	3759	1489	9917	7077	3530	1005
MAX_-_65569089.23-P1P2	3892	5215	8180	1825	818	1284	6839	665	268	261
MAX_-_65569252.23-P1P2	4377	5435	2133	3105	1516	3206	790	1492	631	3595
MAX_-_65569255.23-P1P2	5071	5694	3661	1216	1831	1647	4855	564	381	853
MAZ_+_29817896.23-P1P2	1172	1928	472	3212	353	17990	68	1594	21	10165
MAZ_+_29818058.23-P1P2	3299	4019	3620	5716	3172	2844	4077	6317	1042	1714
MAZ_+_29818083.23-P1P2	5975	6672	3658	2867	5213	2872	2736	5001	6146	4101
MAZ_+_29818121.23-P1P2	5615	7679	16064	7137	2405	13287	15376	6754	1214	15176
MAZ_-_29818091.23-P1P2	3453	4029	2036	1245	544	3144	971	1390	124	2280
MBD1_+_47807693.23-P1P2	2018	2607	2248	9183	354	3611	1638	17296	130	13045
MBD1_+_47807869.23-P1P2	4046	6312	3686	10259	5119	15621	4898	22257	4248	15431
MBD1_+_47807872.23-P1P2	3380	4394	973	3724	3640	1976	345	2342	2901	1076
MBD1_+_47807915.23-P1P2	4774	6825	3995	7257	8647	9196	2832	5580	21546	9712
MBD1_-_47807877.23-P1P2	6522	8486	11807	5754	6967	10279	15585	6125	6924	11998
MBD5_+_148778592.23-P1P2	4648	4890	5909	2273	5868	3196	3319	1172	2957	554
MBD5_+_148778622.23-P1P2	4101	4788	1922	4270	5376	5727	905	6173	2843	3529
MBD5_+_148778625.23-P1P2	4764	6346	2295	7654	7221	7370	1598	5165	12341	1982
MBD5_+_148778955.23-P1P2	1325	1885	168	241	183	16	44	18	37	14
MBD5_-_148778853.23-P1P2	2063	2321	676	462	827	1523	597	115	587	1508
MBNL1_+_151986267.23-P1P2	4396	5792	3274	3723	4428	4986	1756	2503	3307	2374
MBNL1_+_151986751.23-P1P2	4710	5402	12272	7368	2541	15203	10987	6909	2224	6784
MBNL1_+_151986911.23-P1P2	3969	5178	4322	2985	4546	3198	3214	2345	5759	2264
MBNL1_-_151986971.23-P1P2	4293	4988	4792	5833	3331	3048	4376	5409	2035	860
MBNL1_-_151986997.23-P1P2	3972	5367	12271	2461	3749	8961	12301	1744	2168	8381
MBNL3_+_131573659.23-ENST00000370839.3,ENST00000370853.3	3865	5905	6945	5359	6478	3500	6006	8399	10564	1163
MBNL3_-_131573619.23-ENST00000370839.3,ENST00000370853.3	4536	5186	3837	4334	4987	5844	5193	4457	3174	2006
MBNL3_-_131573677.23-ENST00000370839.3,ENST00000370853.3	1685	2398	10765	2274	7241	1634	5910	1526	2880	563
MBNL3_-_131573692.23-ENST00000370839.3,ENST00000370853.3	4644	5625	10795	1449	3818	4446	12559	511	5991	1268
MBNL3_-_131573703.23-ENST00000370839.3,ENST00000370853.3	6268	8149	7498	9169	2625	10168	6869	13575	1715	8548
MCM9_+_119256290.23-P1P2	4683	5589	6573	2678	1734	2055	3172	2919	683	766
MCM9_+_119256299.23-P1P2	756	1065	403	78	41	48	85	11	0	11
MCM9_+_119256304.23-P1P2	6873	8127	7662	9281	867	1300	7300	9611	134	817
MCM9_-_119256103.23-P1P2	7454	7937	8781	9215	4659	12866	6584	14404	3419	9937
MCM9_-_119256333.23-P1P2	262	759	5	400	7	97	0	113	0	1
MCRS1_+_49961626.23-P1P2	6242	7420	3014	2163	4779	2715	1552	697	8417	552
MCRS1_+_49961667.23-P1P2	3114	4394	909	3951	1032	2780	231	5018	227	1507
MCRS1_+_49961849.23-P1P2	4754	5873	1458	4547	1880	2504	471	2306	1152	675
MCRS1_+_49961900.23-P1P2	5013	5795	2072	6684	2597	5178	1234	5543	787	2262
MCRS1_-_49961907.23-P1P2	4543	5165	3258	8227	3239	4440	1590	4046	1888	3925
MDFI_+_41604911.23-P1P2	4686	6453	2548	5639	7878	5110	1144	5061	4914	4456
MDFI_-_41604834.23-P1P2	5598	7359	5671	1499	631	2378	2668	720	75	2699
MDFI_-_41605029.23-P1P2	6564	8650	5199	6687	4677	12656	3632	4735	3485	7317
MDFI_-_41605218.23-P1P2	4673	6011	4859	6552	2181	2169	3757	4782	1549	1170
MDFI_-_41606233.23-P1P2	3855	4577	5670	1766	2131	1688	5729	1617	1257	973
MDM2_+_69201973.23-P1P2	1909	2301	1121	1673	1003	2011	778	616	241	578
MDM2_-_69201999.23-P1P2	7100	8653	4380	12143	5759	22365	5033	12478	3108	7800
MDM2_-_69202029.23-P1P2	5982	7111	6320	7967	5631	5942	9630	5603	5728	1246
MDM2_-_69202052.23-P1P2	3862	4188	6758	5468	1494	2102	5628	9625	340	537
MDM2_-_69202830.23-P1P2	6774	9081	6481	9319	11223	9989	3747	7092	3189	4941
MEAF6_+_37980325.23-P1P2	1057	1419	270	175	50	156	96	1	20	20
MEAF6_+_37980328.23-P1P2	2258	2754	1076	336	340	177	199	66	38	8
MEAF6_-_37980311.23-P1P2	3778	4256	6649	1426	35785	7683	4085	745	12911	2479
MEAF6_-_37980319.23-P1P2	3213	4329	14158	632	1860	1595	11945	74	2860	428
MEAF6_-_37980322.23-P1P2	3150	3569	614	305	368	186	47	25	225	4
MECP2_+_153362958.23-P1P2	3922	4768	4714	4159	10920	2520	7136	4774	16518	1627
MECP2_+_153363145.23-P1P2	397	591	38	791	3	419	0	144	1	61
MECP2_+_153363153.23-P1P2	3298	4228	2125	2597	2328	2780	2082	2676	2021	987
MECP2_-_153363132.23-P1P2	4114	5266	6807	2398	4853	2411	6936	1622	5926	1341
MECP2_-_153363160.23-P1P2	5712	8332	8486	6493	8304	7466	5885	5087	7932	4613
MED10_+_6378395.23-P1P2	3361	4232	1868	428	110	382	3272	67	15	63
MED10_+_6378411.23-P1P2	4930	6422	1320	1936	1530	1647	235	274	192	177
MED10_+_6378568.23-P1P2	2720	2329	367	123	696	237	15	8	87	73
MED10_+_6378639.23-P1P2	4888	6301	187	1331	320	896	35	195	36	1459
MED10_-_6378578.23-P1P2	977	995	165	1	9	10	0	1	3	1
MED11_+_4634772.23-P1P2	1275	1657	1615	1075	443	626	1124	517	306	54
MED11_+_4634791.23-P1P2	1429	1732	51	16	110	649	16	1	7	1888
MED11_-_4634751.23-P1P2	1903	1833	263	3	725	2	72	1	214	1
MED11_-_4634925.23-P1P2	3069	4159	1123	364	752	148	274	33	103	21
MED11_-_4635165.23-P1P2	5529	6636	6295	5971	2146	5225	5662	3659	1720	2485
MED12_+_70338478.23-P1P2	614	446	1	9	16	6	1	9	0	0
MED12_+_70338481.23-P1P2	1795	1881	58	10	29	0	2	2	10	2
MED12_+_70338497.23-P1P2	2403	3507	380	529	349	330	55	74	28	45
MED12_+_70338541.23-P1P2	1460	2468	146	17	351	80	50	7	194	10
MED12_-_70338593.23-P1P2	3320	2816	725	416	627	381	309	129	73	103
MED13L_+_116714926.23-P1P2	7909	10061	6793	6973	14740	6639	4998	5318	8671	6856
MED13L_+_116715443.23-P1P2	4778	6535	6814	3609	3595	6393	4799	2850	5972	3518
MED13L_+_116715470.23-P1P2	6083	7523	7585	4226	7088	14981	7835	4255	8819	23368
MED13L_-_116715392.23-P1P2	3334	3903	1722	2451	6432	2005	1582	935	11906	765
MED13L_-_116715499.23-P1P2	3090	4463	2066	3418	806	1836	3537	1299	273	1918
MED13_+_60142587.23-P1P2	4169	5914	2099	4727	1784	2260	1782	4755	2349	1371
MED13_+_60142599.23-P1P2	3804	5697	2137	2903	9544	6041	1239	1509	10896	17776
MED13_+_60142607.23-P1P2	3838	4368	4318	5010	6875	4150	3673	4252	12525	1843
MED13_+_60142610.23-P1P2	2641	3075	698	3019	7860	1000	300	1188	4384	356
MED13_-_60142558.23-P1P2	4206	4772	2509	8998	5411	5547	757	14835	3060	5771
MED14_+_40594783.23-P1P2	5112	5841	1046	832	1684	1300	398	263	265	140
MED14_-_40594680.23-P1P2	3388	4466	211	174	864	102	165	15	969	22
MED14_-_40594752.23-P1P2	1904	1776	840	317	187	627	318	223	131	124
MED14_-_40594869.23-P1P2	1836	2418	2462	1538	1625	4361	1907	1806	1274	680
MED14_-_40595042.23-P1P2	4308	4541	8283	1345	967	865	7577	1618	589	283
MED15_+_20850313.23-P2	7074	9322	9687	11923	19492	16224	11892	16059	29683	26037
MED15_+_20850329.23-P2	5065	6518	5180	8568	5391	4449	3335	5449	6698	1620
MED15_+_20862077.23-P1	4239	5495	7642	6240	4581	19486	5667	6331	2281	33236
MED15_-_20850296.23-P2	1313	2092	663	974	2942	1841	223	520	1735	448
MED15_-_20850318.23-P2	4503	5632	10882	1762	4179	21069	9843	762	3639	21148
MED15_-_20850344.23-P2	4964	6145	14718	3699	3626	2988	11222	1720	6853	777
MED15_-_20861917.23-P1	1552	1835	659	176	1132	624	1062	17	192	14
MED15_-_20861942.23-P1	1398	1770	141	6859	1342	226	15	5170	461	135
MED15_-_20861945.23-P1	2710	3108	1663	1494	712	7953	1418	1427	414	1316
MED15_-_20862142.23-P1	3464	4519	3566	3248	6642	2472	4677	1594	10845	1314
MED16_+_893118.23-P1P2	5470	6671	15570	11242	16905	18069	11379	16863	21370	9967
MED16_+_893133.23-P1P2	5580	5893	15172	15667	8090	6050	11230	13280	4156	2622
MED16_+_893155.23-P1P2	2653	3703	1325	1614	339	2080	552	1330	24	453
MED16_+_893158.23-P1P2	4462	4835	29995	16228	10406	11617	35276	32177	11513	4618
MED16_-_893170.23-P1P2	4590	4969	14925	18973	15162	17302	22242	16142	5408	7291
MED17_+_93517550.23-P1P2	3831	4210	2797	807	711	138	2277	129	359	29
MED17_-_93517473.23-P1P2	1479	1404	90	38	215	102	12	1	103	31
MED17_-_93517476.23-P1P2	1776	2296	4	718	14	1425	1	1237	3	145
MED17_-_93517509.23-P1P2	2788	3407	284	448	150	61	60	289	5	2
MED17_-_93517567.23-P1P2	3594	4461	804	720	107	142	79	43	27	71
MED18_+_28655565.23-P1P2	3113	3647	414	228	551	153	235	34	1300	66
MED18_-_28655545.23-P1P2	5509	6991	3518	2236	2600	1787	1306	854	2059	458
MED18_-_28655573.23-P1P2	2075	2412	176	70	231	10	58	68	14	3
MED18_-_28655598.23-P1P2	3114	2771	128	19	45	126	9	4	0	16
MED18_-_28655606.23-P1P2	2287	2998	55	149	160	388	4	114	8	11
MED19_+_57479635.23-P1P2	6601	7850	4321	5040	3848	11844	5828	4350	1058	11889
MED19_+_57479647.23-P1P2	3907	5306	3516	1185	3632	1672	3292	1093	1484	462
MED19_+_57479659.23-P1P2	1959	2721	268	1974	255	12932	26	3462	45	36984
MED19_+_57479662.23-P1P2	3124	4108	638	177	551	611	42	58	107	305
MED19_-_57479437.23-P1P2	4432	5261	3272	4571	5174	5772	2037	2918	3864	2733
MED20_+_41888632.23-P1P2	5456	5357	5060	1488	4039	3565	3753	504	3174	1306
MED20_+_41888805.23-P1P2	4516	4390	1508	71	440	128	1597	24	122	31
MED20_+_41888837.23-P1P2	3523	3734	7744	4187	645	2361	9695	3699	104	1148
MED20_-_41888675.23-P1P2	4651	6322	3278	3266	1982	2991	1276	2897	880	1659
MED20_-_41888801.23-P1P2	2267	2542	499	388	293	858	241	224	78	313
MED21_-_27175515.23-P1P2	4375	4919	715	195	1860	152	155	53	705	11
MED21_-_27175518.23-P1P2	2265	2393	6	5	1272	4	2	2	1850	4
MED21_-_27175523.23-P1P2	1548	1563	103	1	130	1	39	3	66	0
MED21_-_27175554.23-P1P2	3947	5355	7731	2258	858	2138	7422	841	818	1348
MED21_-_27175559.23-P1P2	3023	3166	945	787	467	964	258	329	84	135
MED22_+_136214571.23-P1P2	4024	4965	6357	5130	2144	3004	8809	3495	832	2307
MED22_+_136214779.23-P1P2	2249	2809	735	15	147	2	308	1	11	6
MED22_+_136214884.23-P1P2	2823	2680	5	406	30	52	4	13	3	12
MED22_+_136214889.23-P1P2	1514	1875	0	10	5	45	1	1	1	2
MED22_+_136214930.23-P1P2	1889	1888	1	8	16	17	0	1	2	2
MED23_+_131949290.23-P1P2	4430	5370	1638	1223	1746	759	929	801	556	464
MED23_+_131949340.23-P1P2	1636	1953	726	627	998	1220	314	199	401	719
MED23_-_131949260.23-P1P2	1219	1785	133	1781	863	774	12	1595	300	269
MED23_-_131949283.23-P1P2	3944	5004	1376	1751	567	6148	999	794	83	11536
MED23_-_131949303.23-P1P2	2278	2756	754	142	84	80	123	11	3	7
MED24_+_38210597.23-P1P2	3530	4905	3007	867	1580	1901	2076	159	389	576
MED24_+_38210612.23-P1P2	3933	5157	5173	4551	4897	2716	2898	1772	2428	988
MED24_+_38210621.23-P1P2	4803	5630	9359	2891	4259	3846	4643	1059	1795	9803
MED24_-_38210631.23-P1P2	3331	4177	4619	1842	7131	1714	2802	684	5395	818
MED24_-_38210638.23-P1P2	4388	6001	5386	5144	1206	2248	2668	2326	343	1334
MED25_+_50321587.23-P1P2	4374	5182	12361	6186	8126	6594	12290	5446	3571	7774
MED25_-_50321565.23-P1P2	7258	8834	5454	6747	8467	5806	2744	5637	10567	3802
MED25_-_50321595.23-P1P2	6236	8560	42470	102567	16826	41754	50362	180527	6410	22706
MED25_-_50321601.23-P1P2	5438	7412	34766	34256	27040	36197	44258	25823	17115	10142
MED25_-_50321617.23-P1P2	5516	7559	20537	28802	1925	9880	28740	20223	709	6054
MED26_+_16738744.23-P1P2	1854	2332	1221	1388	2303	797	1301	2308	1617	139
MED26_+_16738988.23-P1P2	2470	2250	17	688	28	297	3	365	22	793
MED26_+_16738991.23-P1P2	3561	3782	2391	866	552	584	1280	344	402	141
MED26_-_16738951.23-P1P2	2741	3384	3669	685	3159	1859	3807	887	2551	1627
MED26_-_16738954.23-P1P2	2543	3157	1822	665	5747	666	2014	385	1213	376
MED27_+_134955017.23-P1P2	1361	1623	12	36	32	65	11	1	8	71
MED27_+_134955254.23-P1P2	2816	2427	231	41	163	564	4	1	19	110
MED27_-_134954885.23-P1P2	5329	6445	2064	4627	1885	10852	1242	3859	2521	4101
MED27_-_134954974.23-P1P2	4276	5171	1146	2805	1790	2793	199	3669	1502	451
MED27_-_134955263.23-P1P2	1451	1103	7	29	9	95	1	0	0	0
MED28_+_17616266.23-P1P2	6265	8498	10105	5722	20332	17725	8820	6275	36306	30383
MED28_+_17616313.23-P1P2	1932	1956	3	240	17	6	2	135	2	7
MED28_-_17616283.23-P1P2	2800	3822	1236	9381	5529	6013	1261	8612	4117	4295
MED28_-_17616295.23-P1P2	2972	4076	793	831	63	618	316	936	14	639
MED28_-_17616331.23-P1P2	2592	3469	10	1154	44	221	2	242	10	12
MED29_+_39882041.23-P1P2	1358	1571	1361	237	100	149	540	34	26	65
MED29_+_39882119.23-P1P2	4394	5470	5019	2851	5533	2012	6193	978	2856	300
MED29_-_39882047.23-P1P2	5009	6598	7392	5881	2539	7066	8368	7350	1352	5044
MED29_-_39882058.23-P1P2	6293	7800	11444	5764	14371	5491	11900	7192	13126	2070
MED29_-_39882278.23-P1P2	4166	4558	2242	3917	2419	2059	796	2407	1165	804
MED30_+_118533025.23-P1P2	2393	2568	82	273	338	24	3	63	157	3
MED30_+_118533045.23-P1P2	3063	3994	142	3228	522	554	78	1535	353	13
MED30_+_118533086.23-P1P2	3390	3304	47	51	117	1122	10	8	7	262
MED30_+_118533188.23-P1P2	2743	3207	137	62	37	340	4	14	4	39
MED30_-_118533205.23-P1P2	1034	862	3	0	27	1	4	0	3	0
MED31_+_6554667.23-P1P2	3780	4300	238	358	413	1139	29	33	198	214
MED31_+_6554711.23-P1P2	3361	4295	3699	1632	841	558	2136	1060	462	83
MED31_+_6554893.23-P1P2	2731	2828	497	334	334	50	277	144	24	8
MED31_-_6554843.23-P1P2	3680	4351	514	920	133	166	136	1190	1	12
MED31_-_6554905.23-P1P2	2041	2073	366	82	623	75	54	5	392	28
MED4_+_48668988.23-P1P2	2527	2644	212	446	208	362	14	207	74	76
MED4_+_48669080.23-P1P2	6347	7691	1433	1035	2271	2169	227	788	885	1161
MED4_+_48669127.23-P1P2	2024	2158	2323	831	188	155	1344	95	37	41
MED4_+_48669186.23-P1P2	4784	6361	3376	1772	1431	2332	1866	528	590	272
MED4_+_48669194.23-P1P2	4002	4963	97	1217	144	1179	12	107	39	133
MED6_+_71067113.23-P1P2	3848	4536	2346	1140	1829	1274	2403	153	1480	156
MED6_+_71067331.23-P1P2	1683	1781	63	138	29	18	130	96	1	3
MED6_+_71067341.23-P1P2	4168	4700	1928	5072	8046	2939	1099	2328	12878	2923
MED6_+_71067347.23-P1P2	629	608	416	0	0	16	254	0	0	0
MED6_-_71067386.23-P1P2	3270	2897	1128	700	435	2502	822	170	83	1230
MED7_+_156569706.23-P1P2	4002	4987	1132	1666	1781	2493	824	518	654	959
MED7_+_156569709.23-P1P2	4328	5199	3374	3360	3430	4746	3385	2446	2795	13347
MED7_+_156569812.23-P1P2	3204	4078	22	286	56	81	2	20	1	5
MED7_-_156569591.23-P1P2	1084	1353	292	239	60	173	34	21	0	15
MED7_-_156569689.23-P1P2	1288	2014	402	22	53	471	126	1	13	37
MED8_+_43855245.23-P1P2	3560	3994	2424	939	417	884	1701	814	73	196
MED8_+_43855248.23-P1P2	5831	5766	2060	1836	1433	2141	644	665	210	612
MED8_+_43855380.23-P1P2	3651	4978	4717	1620	180	435	2677	1180	24	89
MED8_+_43855397.23-P1P2	2452	2628	626	931	86	1312	528	895	31	443
MED8_+_43855428.23-P1P2	3726	3179	171	636	497	214	45	405	15	17
MED9_+_17380324.23-P1P2	1864	1662	56	121	6	80	0	33	3	33
MED9_+_17380406.23-P1P2	3953	5122	1564	2967	228	2873	1676	1098	15	2057
MED9_-_17380335.23-P1P2	2376	2418	14	78	31	29	13	12	5	8
MED9_-_17380350.23-P1P2	1550	1684	0	307	10	59	3	20	2	19
MED9_-_17380358.23-P1P2	6238	6988	4391	559	7169	730	2977	152	11492	108
MEF2A_-_100106208.23-P1P2	6816	8677	4227	7160	3006	6517	4041	11229	961	2399
MEF2A_-_100106218.23-P1P2	5831	7246	6474	8409	3391	4534	7318	10011	2521	1942
MEF2A_-_100106242.23-P1P2	3360	4392	4079	2356	2192	3016	2688	1928	1634	942
MEF2A_-_100106261.23-P1P2	4826	5512	1316	976	658	229	330	917	215	16
MEF2A_-_100106309.23-P1P2	6555	8102	5241	6207	3801	6533	2805	5781	749	3826
MEF2D_+_156470540.23-P1P2	3922	4686	2346	3049	2908	1339	1346	1473	2173	409
MEF2D_+_156470554.23-P1P2	3638	5331	4351	1813	904	8131	3816	708	351	2305
MEF2D_-_156470560.23-P1P2	5448	7678	15905	5241	7900	7086	26451	6328	13436	6972
MEF2D_-_156470588.23-P1P2	1760	2523	444	462	401	1315	102	43	851	378
MEF2D_-_156470598.23-P1P2	4419	4972	3985	3133	4488	4399	1918	2827	8050	1911
MEIS2_+_37392422.23-P1P2	4814	6621	5357	9198	3525	7395	5404	15396	2865	6612
MEIS2_-_37392600.23-P1P2	9100	12134	11524	10954	12408	50519	7131	10623	15599	19979
MEIS2_-_37392635.23-P1P2	2962	3874	1951	4776	2676	3369	897	2977	2794	889
MEIS2_-_37392675.23-P1P2	3896	4811	3021	9894	7007	4459	1538	6640	10001	2576
MEIS2_-_37392689.23-P1P2	6007	6229	8645	6998	7941	3129	8067	4125	13544	1477
MESP1_+_90294029.23-P1P2	4117	4377	2906	1257	401	264	2453	811	138	7
MESP1_-_90294039.23-P1P2	6059	8069	5547	4949	1778	14457	4872	6303	1242	5820
MESP1_-_90294057.23-P1P2	6102	6745	5506	1944	3909	9505	2530	742	2311	9230
MESP1_-_90294060.23-P1P2	5041	5754	6672	1788	3748	6552	8655	1831	2204	2096
MESP1_-_90294072.23-P1P2	3319	5072	4111	3067	1565	2707	4813	2517	833	1107
METTL3_+_21979226.23-P1P2	3200	3645	2741	520	3040	955	1682	85	1738	180
METTL3_+_21979272.23-P1P2	4418	6181	2738	1858	3350	1479	1132	945	1138	177
METTL3_+_21979431.23-P1P2	6191	7818	1336	531	692	588	720	254	234	231
METTL3_-_21979407.23-P1P2	3168	3660	1994	1326	845	543	1070	396	550	168
METTL3_-_21979468.23-P1P2	5224	5434	837	231	974	624	151	9	281	77
METTL8_+_172290926.23-P1P2	2906	3936	3990	2351	631	3534	5827	2389	231	2487
METTL8_-_172290482.23-P1P2	1855	2810	2812	1255	5443	1472	3731	220	13307	333
METTL8_-_172290506.23-P1P2	5687	7642	2426	3526	1255	3205	785	2825	253	861
METTL8_-_172290515.23-P1P2	7808	9978	5059	4010	4298	8015	3578	2970	2447	3785
METTL8_-_172290548.23-P1P2	3349	4312	7281	4381	1192	14143	3626	4793	596	8497
MGEA5_+_103577995.23-P1P2	3199	4203	2990	3365	1524	4831	3103	4821	905	7391
MGEA5_+_103578148.23-P1P2	3721	4368	3562	7869	3743	8035	6466	15774	7893	3966
MGEA5_+_103578175.23-P1P2	3068	3199	10092	2218	3789	1348	13744	3669	9452	3209
MGEA5_-_103577959.23-P1P2	5527	7964	5499	7415	1647	7492	2663	4590	1195	4467
MGEA5_-_103578013.23-P1P2	5852	6690	2473	10946	2250	8463	3406	13105	1292	6179
MIER1_+_67390926.23-P1	6584	7868	3447	10775	3407	7813	3250	10046	1837	8516
MIER1_+_67395984.23-P2	4442	4520	4018	877	13124	3080	3192	1031	28586	1465
MIER1_+_67395992.23-P2	5578	7512	2023	4514	5220	1751	812	1771	4857	975
MIER1_+_67396011.23-P2	3623	3790	3165	2771	5660	2051	1345	3848	12019	1032
MIER1_-_67390720.23-P1	5019	7904	3163	7431	3550	21340	1168	14372	2336	20462
MIER1_-_67390733.23-P1	3640	4993	2542	1259	1078	2831	843	615	463	1189
MIER1_-_67390736.23-P1	2995	3858	2306	5168	2712	4798	2781	9705	1985	1962
MIER1_-_67390739.23-P1	4929	5285	3559	4894	2229	5842	2472	2410	408	1644
MIER1_-_67395959.23-P2	7313	8952	6035	7388	12152	9033	5799	5938	12626	3171
MIER1_-_67395983.23-P2	3900	4834	1316	512	649	978	506	120	192	761
MIER2_+_344772.23-P1P2	5410	7941	16090	35681	5594	39573	12669	60180	2907	21002
MIER2_+_344775.23-P1P2	7347	9155	10571	7619	4851	6407	8485	8507	2410	2912
MIER2_-_344713.23-P1P2	3786	6089	5883	3746	10846	4004	4812	2862	35962	4529
MIER2_-_344716.23-P1P2	4836	6391	6044	9280	4291	6002	8531	16505	4585	8804
MIER2_-_344783.23-P1P2	6881	8986	14912	7517	31109	5739	19994	3319	104223	3822
MIER3_+_56247898.23-P1P2	6183	6751	14399	7528	6091	5957	13322	5461	3138	1036
MIER3_+_56247910.23-P1P2	5385	6913	8078	3449	4752	5482	7286	2381	2314	4088
MIER3_+_56247919.23-P1P2	4182	5479	7195	4633	4012	7134	4748	1900	2134	3211
MIER3_+_56247925.23-P1P2	4437	5297	5266	1058	10875	5773	5710	346	13848	7135
MIER3_-_56247721.23-P1P2	8443	9082	24461	11853	27343	7266	31540	12312	20785	4194
MIF4GD_+_73267092.23-P1P2	5253	7640	7705	3244	17858	7214	9751	2640	6300	1530
MIF4GD_+_73267251.23-P1P2	5290	7501	17463	3408	3932	6078	27644	2053	3407	2219
MIF4GD_-_73267029.23-P1P2	3817	6060	4100	5345	6910	4593	2116	4972	3933	15239
MIF4GD_-_73267150.23-P1P2	6211	9368	5463	10785	1638	15816	3841	14427	477	35118
MIF4GD_-_73267230.23-P1P2	5128	6877	2576	10572	900	7679	1308	14846	822	5010
MINA_+_97691202.23-P1P2	5391	6819	5327	5407	3290	4329	6082	2009	1091	1916
MINA_+_97691215.23-P1P2	5295	6669	4239	3091	1621	4806	2290	3170	503	1781
MINA_+_97691247.23-P1P2	2075	2966	1935	2488	377	4773	1460	3347	96	5183
MINA_+_97691255.23-P1P2	5234	7337	8669	8564	6837	5709	10146	8525	7202	3526
MINA_-_97690871.23-P1P2	3215	3747	1357	1210	6522	4330	996	1301	3366	5664
MIS18BP1_+_45722332.23-P1P2	4099	4586	586	297	682	144	343	53	1168	31
MIS18BP1_+_45722347.23-P1P2	4365	3938	595	128	957	302	89	22	225	125
MIS18BP1_+_45722381.23-P1P2	3000	3371	75	3	29	24	1	3	3	4
MIS18BP1_+_45722384.23-P1P2	3777	4413	339	139	291	369	100	39	20	36
MIS18BP1_-_45722337.23-P1P2	3671	4264	191	114	1504	1341	16	9	4714	587
MITF_+_69788648.23-P1	10003	12249	14278	12622	12828	13543	10161	12482	10796	9469
MITF_+_69788695.23-P1	5524	7105	8230	5629	12927	8783	7427	4683	16357	2923
MITF_+_69788838.23-P1	2175	2385	1908	1903	2160	1138	2467	937	1064	669
MITF_+_69788908.23-P1	782	1315	430	448	3297	4990	172	692	3083	16596
MITF_+_69985740.23-P2	4321	6691	4368	8598	504	9124	2199	6661	274	11680
MITF_+_69985759.23-P2	4840	6442	4428	4674	2342	9374	2849	4160	2335	8305
MITF_-_69788653.23-P1	5730	6873	6928	4699	4132	8324	4740	3704	3704	8542
MITF_-_69985746.23-P2	5036	5617	8224	3252	12645	6253	6679	3480	11798	3699
MITF_-_69985755.23-P2	3936	5252	3308	1669	2034	6766	1872	1023	1064	4117
MITF_-_69985821.23-P2	1653	2203	3280	1178	469	1148	2131	109	214	224
MKL2_+_14165106.23-ENST00000571589.1,ENST00000574045.1	3348	4290	14532	1463	9033	3065	21037	3619	25618	2211
MKL2_+_14173269.23-ENST00000318282.5	5157	5958	7512	3200	3551	8644	5672	2869	2077	5143
MKL2_-_14165035.23-ENST00000571589.1,ENST00000574045.1	6271	7329	15485	10735	12399	10052	15213	7347	14813	5151
MKL2_-_14165038.23-ENST00000571589.1,ENST00000574045.1	3998	4389	3377	4775	1166	1896	1446	4317	655	1072
MKL2_-_14165059.23-ENST00000571589.1,ENST00000574045.1	6947	8547	8339	3785	10667	3909	12398	2561	7886	2592
MKL2_-_14165082.23-ENST00000571589.1,ENST00000574045.1	4987	5670	8216	9526	1606	5892	8648	8955	260	4737
