	t0	t0	t1	t1	t2	t2	t3	t3
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
sgId								
ENSG00000049656_CLPTM1L_MP_16913.4	2165	1643	1068	1999	1135	1571	1177	935
ENSG00000049656_CLPTM1L_MP_16914.5	1110	1550	1417	2094	1183	2279	782	1588
ENSG00000049656_CLPTM1L_MP_16915.6	2462	3252	2170	3088	1596	3279	751	2393
ENSG00000049656_CLPTM1L_MP_16916.7	1662	1397	1713	845	1814	932	1307	389
ENSG00000049656_CLPTM1L_MP_16917.8	1956	2215	1434	2531	2573	2938	1415	3311
ENSG00000049656_CLPTM1L_MP_16918.9	4231	3633	2926	4159	4406	3642	5774	3320
ENSG00000049656_CLPTM1L_MP_16919.10	508	547	178	451	184	949	427	1140
ENSG00000050438_SLC4A8_MP_76853.1	2327	1616	1600	924	2669	1215	3738	1769
ENSG00000050438_SLC4A8_MP_76854.2	1961	1575	1107	1615	1560	2568	1040	2232
ENSG00000050438_SLC4A8_MP_76855.3	1584	1199	758	852	882	654	1076	854
ENSG00000050438_SLC4A8_MP_76856.4	1859	1578	1924	1585	1940	1430	1550	1595
ENSG00000050438_SLC4A8_MP_76857.5	2145	2106	1137	2002	587	1878	476	1032
ENSG00000050438_SLC4A8_MP_76858.6	118	51	0	30	2	11	0	13
ENSG00000050438_SLC4A8_MP_76859.7	1228	1162	1209	908	661	890	868	356
ENSG00000050438_SLC4A8_MP_76860.8	1637	1783	1364	968	1530	527	1037	703
ENSG00000050438_SLC4A8_MP_76861.9	1470	1366	901	1390	556	1234	444	798
ENSG00000050438_SLC4A8_MP_76862.10	604	490	544	726	987	981	1418	604
ENSG00000050767_COL23A1_MP_97633.1	3472	2959	3226	3316	4009	3343	4410	3970
ENSG00000050767_COL23A1_MP_97634.2	3130	2941	2761	2805	1886	2109	1390	2529
ENSG00000050767_COL23A1_MP_97635.3	1838	1774	1624	1312	1796	1688	2757	2628
ENSG00000050767_COL23A1_MP_97636.4	4353	3793	4132	5195	2634	5583	2722	6718
ENSG00000050767_COL23A1_MP_97637.5	1278	1113	329	886	456	1171	721	834
ENSG00000050767_COL23A1_MP_97638.6	4127	3563	3446	2451	3346	2192	3257	2169
ENSG00000050767_COL23A1_MP_97639.7	4864	5118	3659	4119	4779	5289	6740	5224
ENSG00000050767_COL23A1_MP_97640.8	2412	2327	1435	1425	1006	1040	850	462
ENSG00000050767_COL23A1_MP_97641.9	858	607	1904	454	1129	502	994	275
ENSG00000050767_COL23A1_MP_97642.10	2109	1305	1921	948	4270	1510	7290	564
ENSG00000054277_OPN3_MP_100505.1	3858	3342	2220	2318	2757	2775	2764	2983
ENSG00000054277_OPN3_MP_100506.2	1329	884	1963	743	3074	819	3790	530
ENSG00000054277_OPN3_MP_100507.3	1333	1011	1400	827	959	1122	500	768
ENSG00000054277_OPN3_MP_100508.4	1451	1231	833	1485	1074	1519	885	491
ENSG00000054277_OPN3_MP_100509.5	1549	1184	763	1318	1091	824	399	967
ENSG00000054277_OPN3_MP_100510.6	4962	4212	2911	5164	2488	5675	1468	5699
ENSG00000054277_OPN3_MP_100511.7	3783	3057	3076	2547	3835	3204	4876	2379
ENSG00000054277_OPN3_MP_100512.8	2021	2166	1452	1732	2027	1418	1757	1131
ENSG00000054277_OPN3_MP_100513.9	6583	6399	5836	7759	5802	8610	4918	5738
ENSG00000054277_OPN3_MP_100514.10	1308	1549	1283	1539	910	1579	616	1215
ENSG00000054793_ATP9A_MP_27355.1	1870	1656	1464	1325	2411	1510	2303	762
ENSG00000054793_ATP9A_MP_27356.2	3691	2493	2546	2759	2825	2370	2816	2247
ENSG00000054793_ATP9A_MP_27357.3	3779	3526	1984	3321	2020	1900	1580	1755
ENSG00000054793_ATP9A_MP_27358.4	909	491	559	223	257	32	341	10
ENSG00000054793_ATP9A_MP_27359.5	3885	2831	2575	2721	2695	3325	1226	3342
ENSG00000054793_ATP9A_MP_27360.6	1494	892	1320	982	1542	892	1195	1757
ENSG00000054793_ATP9A_MP_27361.7	891	866	722	703	961	598	747	733
ENSG00000054793_ATP9A_MP_27362.8	3897	3526	2497	3657	1342	3201	1297	2582
ENSG00000054793_ATP9A_MP_27363.9	4759	3697	3633	2672	3145	1638	5578	696
ENSG00000054793_ATP9A_MP_27364.10	3673	2725	3216	2420	3755	2140	4493	3519
ENSG00000054967_RELT_MP_44440.1	2917	2504	3523	2040	3486	2088	2224	1402
ENSG00000054967_RELT_MP_44441.2	2623	1921	1705	1142	1169	1083	1172	724
ENSG00000054967_RELT_MP_44442.3	2070	2206	1825	1371	1693	1129	1734	652
ENSG00000054967_RELT_MP_44443.4	2227	1745	1904	848	1495	854	858	1388
ENSG00000054967_RELT_MP_44444.5	2701	2318	3304	1794	4788	1560	9825	1264
ENSG00000054967_RELT_MP_44445.6	5238	3933	2789	3891	1967	3918	1413	3303
ENSG00000054967_RELT_MP_44446.7	2064	2008	748	2714	782	2109	514	1544
ENSG00000054967_RELT_MP_44447.8	2347	1325	2687	1335	2420	1296	3071	1577
ENSG00000054967_RELT_MP_44448.9	1260	1172	1323	1218	1534	830	2207	696
ENSG00000054967_RELT_MP_44449.10	4600	4065	4028	3689	4861	3844	6132	4081
ENSG00000055211_GINM1_MP_29747.1	1479	1382	1587	1050	3048	643	3366	272
ENSG00000055211_GINM1_MP_29748.2	3337	2645	2731	2131	1704	2305	2234	1586
ENSG00000055211_GINM1_MP_29749.3	2132	1923	3217	1589	2457	1225	2022	1135
ENSG00000055211_GINM1_MP_29750.4	1728	1652	1576	2249	3741	1198	5100	949
ENSG00000055211_GINM1_MP_29751.5	5316	4965	3597	5354	2314	4436	1603	4445
ENSG00000055211_GINM1_MP_29752.6	1457	901	753	371	503	180	234	209
ENSG00000055211_GINM1_MP_29753.7	2034	1522	3012	1780	2337	1257	2636	282
ENSG00000055211_GINM1_MP_29754.8	2986	3388	2908	3169	2721	2724	3976	1746
ENSG00000055211_GINM1_MP_29755.9	3289	2767	3011	3513	3107	3539	2273	3519
ENSG00000055211_GINM1_MP_29756.10	1612	1580	1482	1391	2328	1311	2508	1447
ENSG00000056736_IL17RB_MP_47229.1	2603	2249	2077	1857	2842	1783	2890	1010
ENSG00000056736_IL17RB_MP_47230.2	2780	2200	1854	2978	1741	3370	2740	3810
ENSG00000056736_IL17RB_MP_47231.3	2690	3168	3724	2710	3130	3627	2534	2249
ENSG00000056736_IL17RB_MP_47232.4	547	444	1161	198	1075	71	746	34
ENSG00000056736_IL17RB_MP_47233.5	193	193	120	61	49	75	280	46
ENSG00000056736_IL17RB_MP_47234.6	2043	1576	1855	2109	1522	2314	1231	2161
ENSG00000056736_IL17RB_MP_47235.7	3882	3328	2990	3629	2682	3418	4053	3204
ENSG00000056736_IL17RB_MP_47236.8	846	835	870	383	640	593	524	401
ENSG00000056736_IL17RB_MP_47237.9	1908	2106	1655	1079	1236	885	643	626
ENSG00000056736_IL17RB_MP_47238.10	1104	613	719	411	1860	263	1250	112
ENSG00000057019_DCBLD2_MP_136861.1	1055	880	474	478	151	876	101	736
ENSG00000057019_DCBLD2_MP_136862.2	2823	2449	1625	1686	1496	901	2370	523
ENSG00000057019_DCBLD2_MP_136863.3	4295	2854	3776	2831	4209	2383	5986	1580
ENSG00000057019_DCBLD2_MP_136864.4	1732	1654	3564	2062	3514	1798	4254	1683
ENSG00000057019_DCBLD2_MP_136865.5	2759	2260	1035	2156	1416	3344	1141	3426
ENSG00000057019_DCBLD2_MP_136866.6	4765	5071	5378	5966	4843	7487	6545	6030
ENSG00000057019_DCBLD2_MP_136867.7	4694	4431	4447	3497	4218	3349	4582	3241
ENSG00000057019_DCBLD2_MP_136868.8	2353	2568	1627	1462	1928	1162	1583	834
ENSG00000057019_DCBLD2_MP_136869.9	685	348	511	232	209	73	301	41
ENSG00000057019_DCBLD2_MP_136870.10	619	392	686	280	522	99	908	1
ENSG00000057704_TMCC3_MP_13992.1	5657	5299	3873	4686	3230	5657	2637	4260
ENSG00000057704_TMCC3_MP_13993.2	1251	1012	1395	732	1061	462	536	219
ENSG00000057704_TMCC3_MP_13994.3	2303	2240	1205	2037	1170	2289	1746	1036
ENSG00000057704_TMCC3_MP_13995.4	2104	1478	1905	2298	1572	2573	1151	2027
ENSG00000057704_TMCC3_MP_13996.5	2450	1854	1753	2083	1444	1419	958	429
ENSG00000057704_TMCC3_MP_13997.6	2458	2273	2234	1817	1594	1927	1536	3002
ENSG00000057704_TMCC3_MP_13998.7	3800	2744	3182	3073	2058	2528	2296	2779
ENSG00000057704_TMCC3_MP_13999.8	1372	1651	1123	1877	1163	2672	2032	1841
ENSG00000057704_TMCC3_MP_14000.9	2350	2205	2198	1963	2070	1791	2330	2053
ENSG00000057704_TMCC3_MP_14001.10	917	676	1196	886	1221	511	673	532
ENSG00000058063_ATP11B_MP_6250.1	9179	7561	5940	5771	5446	5684	4895	5332
ENSG00000058063_ATP11B_MP_6251.2	2211	2117	2235	2725	1667	3167	3697	2435
ENSG00000058063_ATP11B_MP_6252.3	2672	2150	1814	1035	1042	649	695	1345
ENSG00000058063_ATP11B_MP_6253.4	4839	3194	2717	1139	2491	843	2748	483
ENSG00000058063_ATP11B_MP_6254.5	1240	1091	1294	979	774	508	728	294
ENSG00000058063_ATP11B_MP_6255.6	4195	3669	2966	2784	3169	1507	2825	1104
ENSG00000058063_ATP11B_MP_6256.7	2763	2969	1596	3418	2410	2490	3639	2046
ENSG00000058063_ATP11B_MP_6257.8	2738	2346	2351	2510	1919	2187	2728	1246
ENSG00000058063_ATP11B_MP_6258.9	3476	3333	3101	2493	1949	2417	1871	1524
ENSG00000058063_ATP11B_MP_6259.10	2173	2711	1867	2108	2168	2326	2437	1877
ENSG00000058668_ATP2B4_MP_8180.1	1942	1650	1291	697	571	788	334	710
ENSG00000058668_ATP2B4_MP_8181.2	750	552	573	772	301	1159	555	821
ENSG00000058668_ATP2B4_MP_8182.3	3127	2869	3801	2769	4430	3382	4191	2188
ENSG00000058668_ATP2B4_MP_8183.4	5731	5689	3245	5441	3519	6973	3278	5780
ENSG00000058668_ATP2B4_MP_8184.5	1994	1223	2009	1758	2356	1680	3443	2702
ENSG00000058668_ATP2B4_MP_8185.6	1115	852	892	578	869	399	938	590
ENSG00000058668_ATP2B4_MP_8186.7	3572	2201	2910	2892	1955	3136	1836	2289
ENSG00000058668_ATP2B4_MP_8187.8	3932	2851	4317	2528	5136	3035	5562	2186
ENSG00000058668_ATP2B4_MP_8188.9	2994	2958	1745	2983	1585	3247	2168	2694
ENSG00000058668_ATP2B4_MP_8189.10	6327	4894	7417	5702	8683	6768	11539	3723
ENSG00000063015_SEZ6_MP_168176.1	5145	4983	4078	5086	3763	6372	4136	4106
ENSG00000063015_SEZ6_MP_168177.2	1117	1224	990	1522	546	1097	235	845
ENSG00000063015_SEZ6_MP_168178.3	4284	3400	3585	3622	2824	3336	1551	2704
ENSG00000063015_SEZ6_MP_168179.4	2177	1980	960	1675	1181	1538	1286	1595
ENSG00000063015_SEZ6_MP_168180.5	1832	2184	2092	2015	1704	1536	1814	1481
ENSG00000063015_SEZ6_MP_168181.6	3198	3074	2252	2682	2122	2077	1179	2190
ENSG00000063015_SEZ6_MP_168182.7	1029	869	275	506	263	306	362	107
ENSG00000063015_SEZ6_MP_168183.8	2013	1782	2696	2539	1919	2731	1797	2102
ENSG00000063015_SEZ6_MP_168184.9	2157	1798	1073	1084	657	886	751	678
ENSG00000063015_SEZ6_MP_168185.10	1554	1243	1791	1419	1476	1030	1525	511
ENSG00000063127_SLC6A16_MP_115527.1	2235	1498	1325	1603	993	868	762	699
ENSG00000063127_SLC6A16_MP_115528.2	4263	3752	2774	2889	1873	4494	1692	3951
ENSG00000063127_SLC6A16_MP_115529.3	1155	921	1399	949	769	1825	544	1491
ENSG00000063127_SLC6A16_MP_115530.4	5230	4631	4433	3394	4958	3033	4221	3288
ENSG00000063127_SLC6A16_MP_115531.5	4154	3364	4530	2679	4084	2474	3634	1326
ENSG00000063127_SLC6A16_MP_115532.6	3342	3707	2402	2936	3062	4201	3050	3882
ENSG00000063127_SLC6A16_MP_115533.7	3175	2745	3966	2180	3692	2012	4932	1852
ENSG00000063127_SLC6A16_MP_115534.8	5197	4101	3327	4124	3560	3353	2809	4434
ENSG00000063127_SLC6A16_MP_115535.9	2184	2236	1527	2262	1026	1764	503	1117
ENSG00000063127_SLC6A16_MP_115536.10	1131	1125	674	489	717	547	835	80
ENSG00000064115_TM7SF3_MP_163750.1	3153	2980	3574	2616	4756	2320	5726	2315
ENSG00000064115_TM7SF3_MP_163751.2	5875	5009	4675	5727	4649	4983	4048	5795
ENSG00000064115_TM7SF3_MP_163752.3	6469	5560	4848	5799	6801	5837	8997	6851
ENSG00000064115_TM7SF3_MP_163753.4	1753	1302	1164	905	2278	971	1826	518
ENSG00000064115_TM7SF3_MP_163754.5	636	724	416	1046	140	1126	1	1397
ENSG00000064115_TM7SF3_MP_163755.6	2591	2047	2393	2136	1729	1261	2090	538
ENSG00000064115_TM7SF3_MP_163756.7	3531	3152	3293	3173	3242	2861	3601	3507
ENSG00000064115_TM7SF3_MP_163757.8	2922	2312	2900	2256	3573	1976	1666	1949
ENSG00000064115_TM7SF3_MP_163758.9	714	445	1046	238	379	75	115	4
ENSG00000064115_TM7SF3_MP_163759.10	3091	2851	2841	3730	4445	4266	6174	5384
ENSG00000064201_TSPAN32_MP_77703.1	2577	1908	4346	1483	5643	1309	7780	1249
ENSG00000064201_TSPAN32_MP_77704.2	2213	2052	1564	2073	1850	2343	1683	2127
ENSG00000064201_TSPAN32_MP_77705.3	1487	1466	1741	983	2071	952	2444	524
ENSG00000064201_TSPAN32_MP_77706.4	4155	3297	4120	2940	3044	3047	3361	1470
ENSG00000064201_TSPAN32_MP_77707.5	2755	2722	2276	2587	2820	1938	2885	1597
ENSG00000064201_TSPAN32_MP_77708.6	2593	1937	3249	1879	2599	1744	2302	1442
ENSG00000064201_TSPAN32_MP_77709.7	237	64	48	0	63	1	118	0
ENSG00000064201_TSPAN32_MP_77710.8	3197	2606	4256	2694	3072	2394	4798	2570
ENSG00000064201_TSPAN32_MP_77711.9	2585	2495	2196	1913	1709	1796	2512	1099
ENSG00000064201_TSPAN32_MP_77712.10	2874	2607	3552	2690	2607	1446	2598	1042
ENSG00000064309_CDON_MP_70763.1	2058	2174	2338	2497	1686	2309	2183	1395
ENSG00000064309_CDON_MP_70764.2	816	952	314	865	256	892	70	777
ENSG00000064309_CDON_MP_70765.3	4042	3453	3498	4022	3719	4510	3726	3545
ENSG00000064309_CDON_MP_70766.4	4498	3011	2339	2766	2012	3380	3368	1762
ENSG00000064309_CDON_MP_70767.5	1834	1460	2037	1743	2519	1011	1573	882
ENSG00000064309_CDON_MP_70768.6	1656	1621	1712	1411	1686	962	1282	539
ENSG00000064309_CDON_MP_70769.7	1875	1566	1068	1766	904	1834	961	1883
ENSG00000064309_CDON_MP_70770.8	2663	2618	3114	3021	3190	1936	3166	1324
ENSG00000064309_CDON_MP_70771.9	1144	1294	1704	1723	819	1732	505	787
ENSG00000064309_CDON_MP_70772.10	3588	2937	1806	2290	1302	3504	780	6299
ENSG00000065308_TRAM2_MP_174719.1	7068	5117	5420	4418	6178	5740	6923	4756
ENSG00000065308_TRAM2_MP_174720.2	1128	1049	553	949	541	1238	59	935
ENSG00000065308_TRAM2_MP_174721.3	4887	4239	2952	3484	2559	2805	2403	2325
ENSG00000065308_TRAM2_MP_174722.4	1321	905	901	713	765	342	676	296
ENSG00000065308_TRAM2_MP_174723.5	1357	1054	1668	1174	2307	1381	1373	1250
ENSG00000065308_TRAM2_MP_174724.6	4211	3417	3949	3278	3169	2859	2549	2923
ENSG00000065308_TRAM2_MP_174725.7	6060	4916	5564	4970	6210	5185	6608	3830
ENSG00000065308_TRAM2_MP_174726.8	1349	969	1102	1555	741	1537	1341	1563
ENSG00000065308_TRAM2_MP_174727.9	937	1128	1104	1001	1353	1216	1708	852
ENSG00000065308_TRAM2_MP_174728.10	2092	1584	2032	944	1664	1023	1346	651
ENSG00000065600_TMEM206_MP_10793.1	2830	2292	2420	1248	3033	1590	3454	675
ENSG00000065600_TMEM206_MP_10794.2	1968	1573	990	1302	809	1193	420	2063
ENSG00000065600_TMEM206_MP_10795.3	1387	1410	1459	565	1265	404	2152	198
ENSG00000065600_TMEM206_MP_10796.4	1328	971	2039	1402	1677	1176	1669	730
ENSG00000065600_TMEM206_MP_10797.5	5718	4590	4263	5388	3705	5436	3196	6823
ENSG00000065600_TMEM206_MP_10798.6	1393	1086	1574	1314	762	1149	499	1004
ENSG00000065600_TMEM206_MP_10799.7	2278	2390	2567	1695	2191	1388	2982	2007
ENSG00000065600_TMEM206_MP_10800.8	3253	2990	2768	4377	2235	4350	2512	4673
ENSG00000065600_TMEM206_MP_10801.9	6899	5366	5778	5750	4626	4182	4871	3025
ENSG00000065600_TMEM206_MP_10802.10	3937	3015	4505	3152	6040	4189	6607	1834
ENSG00000065923_SLC9A7_MP_85048.1	791	626	1047	835	761	669	502	850
ENSG00000065923_SLC9A7_MP_85049.2	2311	1527	2757	1361	3894	1728	2612	1903
ENSG00000065923_SLC9A7_MP_85050.3	3248	2272	1218	2668	1550	2319	1245	2712
ENSG00000065923_SLC9A7_MP_85051.4	4308	3533	4131	2976	4256	3140	4151	4432
ENSG00000065923_SLC9A7_MP_85052.5	2328	1615	3846	1146	2845	1566	2462	1695
ENSG00000065923_SLC9A7_MP_85053.6	2721	2662	2161	2424	2173	2236	1665	1622
ENSG00000065923_SLC9A7_MP_85054.7	2302	1672	2278	920	1906	946	1703	484
ENSG00000065923_SLC9A7_MP_85055.8	2727	2351	3157	2485	3302	2444	3545	2250
ENSG00000065923_SLC9A7_MP_85056.9	3324	2358	2839	2312	3687	2724	3875	2084
ENSG00000065923_SLC9A7_MP_85057.10	3518	3590	3496	2568	2983	2081	2343	701
ENSG00000066185_ZMYND12_MP_118626.1	1778	1642	1342	1788	907	2237	709	1968
ENSG00000066185_ZMYND12_MP_118627.2	3852	3927	6371	3311	6045	2504	4932	3274
ENSG00000066185_ZMYND12_MP_118628.3	1813	1741	1487	2055	1396	1874	1427	1451
ENSG00000066185_ZMYND12_MP_118629.4	2901	2691	1989	2240	2056	3107	2444	3655
ENSG00000066185_ZMYND12_MP_118630.5	1029	1037	1202	937	1859	683	1694	766
ENSG00000066185_ZMYND12_MP_118631.6	1391	1102	1080	1090	1525	885	2075	379
ENSG00000066185_ZMYND12_MP_118632.7	1243	1334	1524	1802	1200	1200	1301	1615
ENSG00000066185_ZMYND12_MP_118633.8	1664	936	486	1024	317	639	242	392
ENSG00000066185_ZMYND12_MP_118634.9	2504	2524	1583	2102	1608	1704	1659	1289
ENSG00000066185_ZMYND12_MP_118635.10	1832	1466	2257	1725	1690	2612	2232	3575
ENSG00000066294_CD84_MP_97333.1	3329	2780	3172	1685	3133	1752	2548	1511
ENSG00000066294_CD84_MP_97334.2	2442	2179	1175	2320	797	2238	854	2122
ENSG00000066294_CD84_MP_97335.3	2262	1680	2251	2049	1727	1900	1228	1469
ENSG00000066294_CD84_MP_97336.4	2381	2485	2431	1930	1955	1414	1424	1040
ENSG00000066294_CD84_MP_97337.5	4466	3187	3261	2409	4384	1837	5684	1805
ENSG00000066294_CD84_MP_97338.6	3899	3449	2759	3150	1764	3618	1965	1951
ENSG00000066294_CD84_MP_97339.7	5517	4583	4380	5758	3974	5230	3966	5955
ENSG00000066294_CD84_MP_97340.8	2983	2114	2518	2056	2349	2237	4265	1819
ENSG00000066294_CD84_MP_97341.9	1436	1354	1216	1414	872	1030	494	731
ENSG00000066294_CD84_MP_97342.10	1725	1675	2172	2060	1680	1253	821	1240
ENSG00000069493_CLEC2D_MP_103577.1	819	555	656	155	605	235	670	194
ENSG00000069493_CLEC2D_MP_103578.2	4236	3619	3162	2960	3754	3886	6373	2867
ENSG00000069493_CLEC2D_MP_103579.3	1090	1205	688	1099	543	1289	443	991
ENSG00000069493_CLEC2D_MP_103580.4	1837	1762	1772	985	985	583	1843	193
ENSG00000069493_CLEC2D_MP_103581.5	2049	1772	1499	898	1325	521	850	410
ENSG00000069493_CLEC2D_MP_103582.6	1186	1015	320	1277	201	1967	34	2867
ENSG00000069493_CLEC2D_MP_103583.7	1614	1080	1031	812	1067	431	2388	352
ENSG00000069493_CLEC2D_MP_103584.8	3944	3501	2710	3139	2289	3421	1660	2843
ENSG00000069493_CLEC2D_MP_103585.9	4635	4197	2560	3855	2120	3507	1609	2534
ENSG00000069493_CLEC2D_MP_103586.10	4089	3228	3066	4008	3693	4157	4393	4233
ENSG00000069849_ATP1B3_MP_57806.1	1632	1531	1518	1138	2174	905	1650	1783
ENSG00000069849_ATP1B3_MP_57807.2	4982	4099	3601	2776	2950	2129	5308	2031
ENSG00000069849_ATP1B3_MP_57808.3	828	792	206	802	168	1199	96	879
ENSG00000069849_ATP1B3_MP_57809.4	1384	1036	414	575	426	595	163	343
ENSG00000069849_ATP1B3_MP_57810.5	1408	1259	1172	546	1234	172	845	212
ENSG00000069849_ATP1B3_MP_57811.6	6139	5155	3876	5769	3003	5350	2680	4389
ENSG00000069849_ATP1B3_MP_57812.7	843	918	1008	1706	1267	4249	1630	3795
ENSG00000069849_ATP1B3_MP_57813.8	1416	1133	575	758	363	1305	660	1668
ENSG00000069849_ATP1B3_MP_57814.9	2405	2421	1884	2335	1320	2101	580	2063
ENSG00000069849_ATP1B3_MP_57815.10	2618	2152	1727	2778	1196	1659	1143	1194
ENSG00000070269_TMEM260_MP_1585.1	6194	5147	8694	4461	6244	4227	5838	4088
ENSG00000070269_TMEM260_MP_1586.2	2408	2019	1328	2171	863	2623	739	2562
ENSG00000070269_TMEM260_MP_1587.3	1664	1249	1202	599	1479	389	2144	312
ENSG00000070269_TMEM260_MP_1588.4	1321	935	1049	946	611	869	810	624
ENSG00000070269_TMEM260_MP_1589.5	5747	5070	5100	4428	3943	3230	4249	2023
ENSG00000070269_TMEM260_MP_1590.6	3355	3164	5386	4231	7533	3331	9545	2306
ENSG00000070269_TMEM260_MP_1591.7	1888	1282	1557	1653	1309	895	925	639
ENSG00000070269_TMEM260_MP_1592.8	4274	3633	3606	5770	3675	6964	3753	8398
ENSG00000070269_TMEM260_MP_1593.9	1517	620	1176	775	1707	835	1064	921
ENSG00000070269_TMEM260_MP_1594.10	2765	2145	2071	1433	2282	1132	1907	1384
ENSG00000070413_DGCR2_MP_47109.1	2113	1603	1161	1907	1220	1478	1239	2038
ENSG00000070413_DGCR2_MP_47110.2	3085	2739	2630	2103	2749	2252	3638	1492
ENSG00000070413_DGCR2_MP_47111.3	1607	918	489	1142	227	797	83	560
ENSG00000070413_DGCR2_MP_47112.4	1510	1270	867	1389	612	1940	673	1420
ENSG00000070413_DGCR2_MP_47113.5	2123	1957	1406	1168	872	1082	510	2323
ENSG00000070413_DGCR2_MP_47114.6	5706	5396	5169	5298	4489	4933	4286	4845
ENSG00000070413_DGCR2_MP_47115.7	3554	2954	3052	3260	3285	2880	3583	2821
ENSG00000070413_DGCR2_MP_47116.8	3478	3298	3997	3557	3739	4186	4061	3450
ENSG00000070413_DGCR2_MP_47117.9	2882	2513	3310	3075	2685	5052	2475	6519
ENSG00000070413_DGCR2_MP_47118.10	1440	1041	1275	987	1430	429	1412	442
ENSG00000070961_ATP2B1_MP_83398.1	4530	3629	3004	2945	2549	2578	2070	1521
ENSG00000070961_ATP2B1_MP_83399.2	2890	2179	2813	2206	2588	3129	2720	1971
ENSG00000070961_ATP2B1_MP_83400.3	3644	3145	2213	3391	2121	2632	3657	1555
ENSG00000070961_ATP2B1_MP_83401.4	1708	1770	904	1463	374	1005	288	752
ENSG00000070961_ATP2B1_MP_83402.5	2580	2097	1888	1631	1378	1824	1347	2077
ENSG00000070961_ATP2B1_MP_83403.6	2287	1854	913	2039	461	1591	360	1658
ENSG00000070961_ATP2B1_MP_83404.7	2534	1552	1533	1308	1216	1357	1622	1047
ENSG00000070961_ATP2B1_MP_83405.8	1401	1479	1622	1431	1605	1316	2105	882
ENSG00000070961_ATP2B1_MP_83406.9	2354	2390	1679	2318	1263	2869	681	2180
ENSG00000070961_ATP2B1_MP_83407.10	1472	1039	565	1038	721	527	1378	1045
ENSG00000070985_TRPM5_MP_33870.1	2015	2043	1535	1070	981	960	656	541
ENSG00000070985_TRPM5_MP_33871.2	1791	1717	1022	772	733	1116	440	1641
ENSG00000070985_TRPM5_MP_33872.3	6004	4377	4909	4881	4146	4688	4546	4407
ENSG00000070985_TRPM5_MP_33873.4	7026	6429	7799	8643	6246	11505	6552	7786
ENSG00000070985_TRPM5_MP_33874.5	2076	1199	1361	1157	1122	933	699	873
ENSG00000070985_TRPM5_MP_33875.6	2851	2510	3115	2669	3470	2356	6266	1343
ENSG00000070985_TRPM5_MP_33876.7	1146	1050	1886	983	1599	1097	2771	247
ENSG00000070985_TRPM5_MP_33877.8	3552	2984	3060	2564	2804	3265	2701	3122
ENSG00000070985_TRPM5_MP_33878.9	1927	1690	2112	2391	2968	2201	4565	2086
ENSG00000070985_TRPM5_MP_33879.10	2410	1926	1903	1200	732	1133	493	1280
ENSG00000071991_CDH19_MP_64936.1	328	272	65	9	4	12	1	13
ENSG00000071991_CDH19_MP_64937.2	2261	2554	1978	3580	2721	4864	3054	4620
ENSG00000071991_CDH19_MP_64938.3	5314	4597	4083	3211	4360	3593	5160	2337
ENSG00000071991_CDH19_MP_64939.4	36	68	2	26	7	0	0	0
ENSG00000071991_CDH19_MP_64940.5	2326	1753	2081	1570	2795	1003	5328	646
ENSG00000071991_CDH19_MP_64941.6	4814	3778	5709	4062	4248	4222	4326	3707
ENSG00000071991_CDH19_MP_64942.7	3229	3275	2973	3428	3528	2432	4047	1158
ENSG00000071991_CDH19_MP_64943.8	644	535	776	451	586	471	139	347
ENSG00000071991_CDH19_MP_64944.9	3621	2420	2472	2566	1590	2217	2309	1733
ENSG00000071991_CDH19_MP_64945.10	1551	1179	2317	1801	2189	3023	2793	1863
ENSG00000072954_TMEM38A_MP_104867.1	2298	1892	1123	1540	2471	1977	3478	1739
ENSG00000072954_TMEM38A_MP_104868.2	2805	2953	2157	2990	2909	2452	2075	2620
ENSG00000072954_TMEM38A_MP_104869.3	3196	2498	3415	2200	2203	1664	3593	2092
ENSG00000072954_TMEM38A_MP_104870.4	1257	1138	460	1093	481	1039	173	682
ENSG00000072954_TMEM38A_MP_104871.5	953	1176	809	1369	628	1372	548	2190
ENSG00000072954_TMEM38A_MP_104872.6	1797	1840	1820	2114	1779	2142	1215	1730
ENSG00000072954_TMEM38A_MP_104873.7	3834	3688	2958	3072	3702	2243	4637	1978
ENSG00000072954_TMEM38A_MP_104874.8	4602	4097	4303	3968	6352	5013	9128	4218
ENSG00000072954_TMEM38A_MP_104875.9	3657	2556	2635	3493	2564	3744	2469	3502
ENSG00000072954_TMEM38A_MP_104876.10	4622	3329	2600	4382	2589	4918	3623	4233
ENSG00000073150_PANX2_MP_121789.1	1979	1750	4740	1393	4329	771	3605	981
ENSG00000073150_PANX2_MP_121790.2	3958	2842	1970	3683	2238	3519	3357	3358
ENSG00000073150_PANX2_MP_121791.3	839	679	1033	1492	2648	1654	3599	1950
ENSG00000073150_PANX2_MP_121792.4	962	776	837	1121	564	1068	817	1089
ENSG00000073150_PANX2_MP_121793.5	1265	721	1292	954	841	556	457	722
ENSG00000073150_PANX2_MP_121794.6	1722	1268	996	865	253	592	22	301
ENSG00000073150_PANX2_MP_121795.7	2327	2317	3336	2211	3152	1734	5347	1951
ENSG00000073150_PANX2_MP_121796.8	5804	5214	5594	4653	7350	3699	6362	4592
ENSG00000073150_PANX2_MP_121797.9	6045	4898	4869	3381	5211	3664	3955	4095
