	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg
gene																																																			
IZUMO4	ENSG00000099840	0.4139133797850131	-0.10769103592311811	10.0	10.0	ENSG00000099840	0.7871475002937964	-0.04050050844882094	10.0	10.0	ENSG00000099840	0.4478699690112562	-0.06400856951383559	0.14218666666666666	0.8137238152506581	10.0	10.0	ENSG00000099840	0.559675311628226	-0.022745971177965035	10.0	10.0	ENSG00000099840	0.9526072326576762	0.050521862115647874	10.0	10.0	ENSG00000099840	0.7868760480748416	0.05255148343707059	0.40248666666666666	0.9013351461305322	10.0	10.0	ENSG00000099840	0.4539572000346517	0.03278432523020111	10.0	10.0	ENSG00000099840	0.7973613865338606	-0.057435967188413206	10.0	10.0	ENSG00000099840	0.7477655419667494	-0.03105874251200352	1.0307166666666667	0.44262122593253694	10.0	10.0
JAKMIP3	ENSG00000188385	0.24666329551007726	-0.1748793494929515	10.0	10.0	ENSG00000188385	0.7407071405731516	0.03907276565468679	10.0	10.0	ENSG00000188385	0.685599933566853	-0.11569152144625766	0.029610000000000008	0.9220316124829427	10.0	10.0	ENSG00000188385	0.31232239993594846	-0.1814384353861983	10.0	10.0	ENSG00000188385	0.9292546677116348	0.04556004433072699	10.0	10.0	ENSG00000188385	0.5191774974726502	-0.05306252901939169	0.09016999999999999	0.35303199735925495	10.0	10.0	ENSG00000188385	0.05478212545362171	-0.2039144579274181	10.0	10.0	ENSG00000188385	0.8293279437029288	-0.04636786706456577	10.0	10.0	ENSG00000188385	0.13567951825418256	-0.1309943763787137	-0.50882	0.26701017323000187	10.0	10.0
JAM3	ENSG00000166086	0.1355340214250529	-0.2513816356015734	10.0	10.0	ENSG00000166086	0.21961662444012742	0.014583200594605189	10.0	10.0	ENSG00000166086	0.1288439420936249	-0.1540718954819483	-0.06700333333333335	0.8681373781202958	10.0	10.0	ENSG00000166086	0.11483953994656179	-0.30144140909323014	10.0	10.0	ENSG00000166086	0.9315875186247345	-0.062453152459448456	10.0	10.0	ENSG00000166086	0.3068732300499274	-0.19887701086231924	-0.3340666666666667	0.6379802398286215	10.0	10.0	ENSG00000166086	0.04822152089442216	-0.27840086243085027	10.0	10.0	ENSG00000166086	0.7545256500784575	-0.11256879758387213	10.0	10.0	ENSG00000166086	0.03655610503192186	-0.1655802638693562	-0.24004000000000006	0.7056351132596637	10.0	10.0
KCNC3	ENSG00000131398	0.07366881133267512	-0.2739425083159536	10.0	10.0	ENSG00000131398	0.24010721496153753	-0.10756268892290706	10.0	10.0	ENSG00000131398	0.08623842848197792	-0.22187929026494002	-0.6371366666666667	0.7601949746715013	10.0	10.0	ENSG00000131398	0.021102420709415003	-0.19735045788937647	10.0	10.0	ENSG00000131398	0.6339335329199532	-0.1136286945171297	10.0	10.0	ENSG00000131398	0.016956505994429463	-0.1348415069678122	-0.49914333333333333	0.22020844348686341	10.0	10.0	ENSG00000131398	0.08478412301311108	-0.17165146045507326	10.0	10.0	ENSG00000131398	0.7102394602128257	-0.09217743072620228	10.0	10.0	ENSG00000131398	0.06136594716369349	-0.10891327020427942	0.028799999999999992	0.21641246232902844	10.0	10.0
KCND1	ENSG00000102057	0.817455343407949	0.05315474722100345	10.0	10.0	ENSG00000102057	0.22799646445677924	-0.005065195578187053	10.0	10.0	ENSG00000102057	0.3871643330493191	0.05044303294604142	0.3588799999999999	0.376035664230997	10.0	10.0	ENSG00000102057	0.3774037602996375	0.1476740500380301	10.0	10.0	ENSG00000102057	0.20720069333011848	0.02652409479868073	10.0	10.0	ENSG00000102057	0.2027496036151062	0.12147016938773063	0.6959233333333333	0.7524771332020165	10.0	10.0	ENSG00000102057	0.1539198393606281	0.11306808270365674	10.0	10.0	ENSG00000102057	0.36200721479012443	0.02294313742295821	10.0	10.0	ENSG00000102057	0.0972289665887588	0.03612179852166772	0.9633099999999999	0.4850681000521646	10.0	10.0
KCNE3	ENSG00000175538	0.1562232480809313	-0.22155020109911783	10.0	10.0	ENSG00000175538	0.29305177173354646	-0.10941080976314883	10.0	10.0	ENSG00000175538	0.1277374761421989	-0.18530159540718505	-0.31366	0.8738462437677378	10.0	10.0	ENSG00000175538	0.4467233129637591	-0.09282863423937199	10.0	10.0	ENSG00000175538	0.47981988577468526	0.03987108982430559	10.0	10.0	ENSG00000175538	0.8660289712020575	-0.06227050316729433	0.07097666666666669	0.7458814452001777	10.0	10.0	ENSG00000175538	0.6056738570843441	-0.06298132565303287	10.0	10.0	ENSG00000175538	0.6257078150750136	-0.0667456120368709	10.0	10.0	ENSG00000175538	0.8766452649806198	-0.04692544118790045	0.2093033333333333	0.6948922001242086	10.0	10.0
KCNJ15	ENSG00000157551	0.3600782233598503	0.19113649876252814	10.0	10.0	ENSG00000157551	0.7055223722833825	-0.04044234716678804	10.0	10.0	ENSG00000157551	0.32884177004222026	0.08322021461688954	0.6417733333333333	0.3628888104656651	10.0	10.0	ENSG00000157551	0.14125053371341728	0.24108267833463606	10.0	10.0	ENSG00000157551	0.9795118391959026	-0.07062992073614212	10.0	10.0	ENSG00000157551	0.3110771063861857	0.0416095233990639	1.1175866666666667	0.9485522416024365	10.0	10.0	ENSG00000157551	0.5902463129597877	0.10309958226646317	10.0	10.0	ENSG00000157551	0.5468093953949482	-0.161387068405688	10.0	10.0	ENSG00000157551	0.6435800086007917	-0.05509748864693648	1.2056833333333332	0.8058565593124043	10.0	10.0
KCNJ4	ENSG00000168135	0.6831659126024865	-0.16491650101294747	10.0	10.0	ENSG00000168135	0.586646656242803	-0.19625504095459423	10.0	10.0	ENSG00000168135	0.6209743561514698	-0.18889829256335142	-0.14201666666666665	0.5801438799433334	10.0	10.0	ENSG00000168135	0.0602294880903703	-0.20278698785349536	10.0	10.0	ENSG00000168135	0.5076073716418597	-0.06466217671808497	10.0	10.0	ENSG00000168135	0.07941573711218491	-0.08071200963607138	-0.25494	0.3958955725577641	10.0	10.0	ENSG00000168135	0.026429793320405345	-0.20548866458246018	10.0	10.0	ENSG00000168135	0.9841516869319258	-0.08460398427252162	10.0	10.0	ENSG00000168135	0.2032889031491274	-0.1699613404544548	-0.15511666666666665	0.8749888153037324	10.0	10.0
KCNK13	ENSG00000152315	0.9550052758824011	0.0861655307034372	10.0	10.0	ENSG00000152315	0.6381208495077773	-0.021392007648835212	10.0	10.0	ENSG00000152315	0.9420147905201014	0.021748046206595054	0.3755133333333333	0.5851177859137524	10.0	10.0	ENSG00000152315	0.7877120418737564	-0.056114741249666096	10.0	10.0	ENSG00000152315	0.5957691088744539	-0.0564564857781387	10.0	10.0	ENSG00000152315	0.6231577906726551	-0.04604242004963915	0.26850999999999997	0.7901816084013782	10.0	10.0	ENSG00000152315	0.7249686734667764	-0.10046379317713361	10.0	10.0	ENSG00000152315	0.1393956823447381	-0.13396429190834555	10.0	10.0	ENSG00000152315	0.6046964677433364	-0.07436499616381824	0.10496666666666672	0.16326509420717328	10.0	10.0
KCNK5	ENSG00000164626	0.21314733120681328	-0.21187719164826543	10.0	10.0	ENSG00000164626	0.26190941666306533	0.03191385778987892	10.0	10.0	ENSG00000164626	0.8055793832849439	-0.0713286199244856	0.06538999999999999	0.1401120624859946	10.0	10.0	ENSG00000164626	0.7944951260080271	-0.12081591214770737	10.0	10.0	ENSG00000164626	0.813796806381611	-0.0655138248107291	10.0	10.0	ENSG00000164626	0.7352531854321067	-0.09493758415690111	0.42368333333333336	0.4787437991002682	10.0	10.0	ENSG00000164626	0.7596780852496897	0.029150207635485977	10.0	10.0	ENSG00000164626	0.3033570736777508	0.014874968630053489	10.0	10.0	ENSG00000164626	0.2315084639961884	-0.0040593155366145245	0.8412100000000001	0.48325655294360637	10.0	10.0
KCNQ4	ENSG00000117013	0.7733664084549924	-0.08881623958411693	10.0	10.0	ENSG00000117013	0.7573939209203111	-0.17490601425622254	10.0	10.0	ENSG00000117013	0.8502305125149929	-0.10128481115761045	-0.2114966666666667	0.44089995080051514	10.0	10.0	ENSG00000117013	0.7978925392552019	-0.07502473334101956	10.0	10.0	ENSG00000117013	0.7296494609209132	-0.07927018975405392	10.0	10.0	ENSG00000117013	0.9032508655518163	-0.07977468978550196	0.2015566666666667	0.8227379865669286	10.0	10.0	ENSG00000117013	0.4775067085913647	-0.1050252206479434	10.0	10.0	ENSG00000117013	0.8913623375527043	-0.016526853148032674	9.0	9.0	ENSG00000117013	0.6288430398535724	-0.05596728883336593	0.8619566666666666	0.70779083800357	9.0	9.0
KCNQ5	ENSG00000185760	0.8220127055951727	0.00783887607921016	10.0	10.0	ENSG00000185760	0.529469671406374	-0.04451912845350751	10.0	10.0	ENSG00000185760	0.9455234034214366	-0.07303378127989481	0.04932000000000003	0.2565328453160688	10.0	10.0	ENSG00000185760	0.41245081755960233	-0.08484067933622937	10.0	10.0	ENSG00000185760	0.42596888844591607	0.0497136449960621	10.0	10.0	ENSG00000185760	0.17501410081165236	-0.05346114355669185	0.5697733333333334	0.029467639712891323	10.0	10.0	ENSG00000185760	0.25186049210881356	0.014795674660464608	10.0	10.0	ENSG00000185760	0.7256374335643883	-0.07413153614382205	10.0	10.0	ENSG00000185760	0.22349861054359366	-0.008751679375217827	0.8718033333333333	0.05816881697798479	10.0	10.0
KCNS1	ENSG00000124134	0.018481854846203617	-0.2954981319647774	10.0	10.0	ENSG00000124134	0.5352506196886844	-0.09553199005003103	10.0	10.0	ENSG00000124134	0.023144866647615364	-0.20527499986034045	-0.18914666666666669	0.7524771332020165	10.0	10.0	ENSG00000124134	0.0015606861776741876	-0.21937807481769078	10.0	10.0	ENSG00000124134	0.22349929754062225	-0.27389885491323673	10.0	10.0	ENSG00000124134	0.003439677908287244	-0.22671383584824142	-1.08937	0.9705049622483504	10.0	10.0	ENSG00000124134	0.013063237435441329	-0.2668754357719784	10.0	10.0	ENSG00000124134	0.3231227391812338	-0.19111710376082644	10.0	10.0	ENSG00000124134	0.03061925223809888	-0.22161295196979694	-1.5189199999999998	0.24164939311053546	10.0	10.0
KCNS3	ENSG00000170745	0.7610555139204485	-0.028564426755265947	10.0	10.0	ENSG00000170745	0.7241414638941606	-0.06024880380860787	10.0	10.0	ENSG00000170745	0.9747964873119569	-0.12925629273539865	0.18468666666666667	0.7398516984215249	10.0	10.0	ENSG00000170745	0.5947523149819509	-0.024807172391559856	10.0	10.0	ENSG00000170745	0.6266339161948831	-0.020147108208516996	10.0	10.0	ENSG00000170745	0.7319248452399238	-0.04322790172723231	0.5322166666666667	0.9289428886832772	10.0	10.0	ENSG00000170745	0.3464934536148808	-0.05218846273685226	10.0	10.0	ENSG00000170745	0.5805923880437112	0.02328417586487168	10.0	10.0	ENSG00000170745	0.46534771126225016	-0.05215747591151251	0.7155900000000001	0.734930117776893	10.0	10.0
KHDC1	ENSG00000135314	0.3143779709015143	-0.23369509843177358	10.0	10.0	ENSG00000135314	0.5313931210426671	-0.10206486316839919	10.0	10.0	ENSG00000135314	0.2459955862204789	-0.1724749234008575	-0.2509233333333334	0.6778310460527031	10.0	10.0	ENSG00000135314	0.06825106219598445	-0.26271808471153424	10.0	10.0	ENSG00000135314	0.46265963899355134	-0.010379206744992384	10.0	10.0	ENSG00000135314	0.31037383455164547	-0.10380760568524931	-0.14970999999999998	0.2855547207711149	10.0	10.0	ENSG00000135314	0.40888038850834196	-0.08023616867916424	10.0	10.0	ENSG00000135314	0.42132011091230614	0.03561457404307474	10.0	10.0	ENSG00000135314	0.8661177035145549	0.012504898266597897	1.15733	0.8159750961648549	10.0	10.0
KIAA0195	ENSG00000177728	0.22748832035069033	-0.2142374304323265	10.0	10.0	ENSG00000177728	0.631844247145238	-0.2066917622088493	10.0	10.0	ENSG00000177728	0.20712056112177835	-0.14799810349947543	-0.29133000000000003	0.020223612199561123	10.0	10.0	ENSG00000177728	0.4336850652756504	-0.23606062240138845	10.0	10.0	ENSG00000177728	0.1863457052931251	-0.05503536244309437	10.0	10.0	ENSG00000177728	0.15830851457728812	-0.15462907021461872	-0.6755333333333334	0.7142720168547425	10.0	10.0	ENSG00000177728	0.0821418810203484	-0.22358839532278726	10.0	10.0	ENSG00000177728	0.20970072973900022	-0.17986563640382616	10.0	10.0	ENSG00000177728	0.03629045046003827	-0.16251260108195456	-1.2976333333333334	0.896744522948691	10.0	10.0
KIAA0247	ENSG00000100647	0.26757497132986363	-0.12171047106221988	10.0	10.0	ENSG00000100647	0.19580886051149438	-0.1616706095588554	10.0	10.0	ENSG00000100647	0.06315205398153197	-0.16693880554757357	-0.11154666666666667	0.8024908342284675	10.0	10.0	ENSG00000100647	0.9760005649493365	0.07716188219145304	10.0	10.0	ENSG00000100647	0.03197491815720255	-0.21796074963027878	10.0	10.0	ENSG00000100647	0.1914941710919572	-0.135412490400325	-0.04910000000000001	0.5831258461961866	10.0	10.0	ENSG00000100647	0.6853631795284352	0.0662544398773564	10.0	10.0	ENSG00000100647	0.10102558467960503	-0.14495076603523796	10.0	10.0	ENSG00000100647	0.2939809609233849	-0.10908848585092401	1.0203333333333333	0.8772747380542241	10.0	10.0
KIAA1024	ENSG00000169330	0.5651453255477901	0.027309322202456337	10.0	10.0	ENSG00000169330	0.586646656242803	-0.04334285034998133	10.0	10.0	ENSG00000169330	0.7470404122226008	0.012628017647188225	0.13577999999999998	0.737116157909451	10.0	10.0	ENSG00000169330	0.5285092788390535	0.04124754766722124	10.0	10.0	ENSG00000169330	0.6162691558629457	-0.1288309184005524	10.0	10.0	ENSG00000169330	0.640977854148008	-0.06655646296236785	1.1336633333333335	0.9681928071929622	10.0	10.0	ENSG00000169330	0.57298386483377	-0.05049505513165559	10.0	10.0	ENSG00000169330	0.9267266528307487	-0.1277444789520193	10.0	10.0	ENSG00000169330	0.974523170590415	-0.09774273519349806	1.2150433333333333	0.46092508283192024	10.0	10.0
KIAA1324	ENSG00000116299	0.4291500078690391	-0.08297980002985013	10.0	10.0	ENSG00000116299	0.3640699130948011	-0.060426730305616023	10.0	10.0	ENSG00000116299	0.16338608374570995	-0.028581547787043554	0.52994	0.46445888898038223	10.0	10.0	ENSG00000116299	0.5785925756731182	0.07285298928606344	10.0	10.0	ENSG00000116299	0.2109243078749855	-0.06802643865128742	10.0	10.0	ENSG00000116299	0.2556510188047588	-0.04045630857372634	0.3353433333333333	0.6082489248259668	10.0	10.0	ENSG00000116299	0.9675049580497284	0.025003224557817866	10.0	10.0	ENSG00000116299	0.2765430671743574	-0.039120421548685995	10.0	10.0	ENSG00000116299	0.30365216438178966	-0.014366282206224407	0.8606699999999999	0.34854036277198963	10.0	10.0
KIAA1324L	ENSG00000164659	0.22300429393313548	-0.07830246371761428	10.0	10.0	ENSG00000164659	0.14607379476452167	0.18087550044277478	10.0	10.0	ENSG00000164659	0.08868832467987729	0.1144036271194314	0.36995000000000006	0.8487803431416779	10.0	10.0	ENSG00000164659	0.9982436803166647	-0.10797573896263916	10.0	10.0	ENSG00000164659	0.18781699305535215	0.05938242547650069	10.0	10.0	ENSG00000164659	0.5482318924861969	-0.027601693107495856	0.6635333333333334	0.7779245097755945	10.0	10.0	ENSG00000164659	0.7800615454943861	-0.05660795342623862	10.0	10.0	ENSG00000164659	0.9642042135041826	-0.021546712075355256	10.0	10.0	ENSG00000164659	0.514824590245022	-0.026968897558107635	0.6534800000000001	0.033468026177221326	10.0	10.0
KIAA1467	ENSG00000084444	0.25697150528776447	-0.2097923289448914	10.0	10.0	ENSG00000084444	0.32442087736800795	-0.10789876692185552	10.0	10.0	ENSG00000084444	0.1077666544707999	-0.14143212090658622	-0.17868666666666666	0.4841618670649017	10.0	10.0	ENSG00000084444	0.8815935920927525	0.051792874369699225	10.0	10.0	ENSG00000084444	0.7384912319037371	-0.04974545897152135	10.0	10.0	ENSG00000084444	0.8706672271624812	0.03695152299752264	0.5862966666666667	0.7414946089731371	10.0	10.0	ENSG00000084444	0.31986174092181185	0.08263587334047119	10.0	10.0	ENSG00000084444	0.9290651103020429	-0.05137028789845063	10.0	10.0	ENSG00000084444	0.438557612288341	0.02524245455014421	0.7786399999999999	0.4264248360663483	10.0	10.0
KIAA1524	ENSG00000163507	0.06097663050523757	-0.21598888717660272	10.0	10.0	ENSG00000163507	0.0005039188015296936	-0.3850500296423931	10.0	10.0	ENSG00000163507	0.0020651336450496194	-0.2900446939850883	-0.8461133333333333	0.13398422626098996	10.0	10.0	ENSG00000163507	0.029261643512107645	-0.2840363055757038	10.0	10.0	ENSG00000163507	0.004986977168300663	-0.29551544733884066	9.0	9.0	ENSG00000163507	0.006927285144140639	-0.26523976307731184	-1.30314	0.5497568419589957	9.0	9.0	ENSG00000163507	0.061246053859075715	-0.2795645770681722	10.0	10.0	ENSG00000163507	0.006825783776951086	-0.2861650259805812	9.0	9.0	ENSG00000163507	0.011067626468604616	-0.25340581892353403	-2.0146033333333335	0.5891111218281806	9.0	9.0
KIAA1715	ENSG00000144320	0.10488993078073536	-0.1870058392310582	10.0	10.0	ENSG00000144320	0.08939274634094305	-0.09020544119392422	10.0	10.0	ENSG00000144320	0.06068922581624573	-0.17866409193730184	-0.2885666666666667	0.4760472345065426	10.0	10.0	ENSG00000144320	0.5547474135454815	-0.06008283612121107	10.0	10.0	ENSG00000144320	0.28438186327839043	0.03458557319540281	10.0	10.0	ENSG00000144320	0.7098673538369102	0.004731621779921725	0.6869100000000001	0.7393043270904538	10.0	10.0	ENSG00000144320	0.4459606585087994	-0.10184491612760431	10.0	10.0	ENSG00000144320	0.19059144866544386	0.010596037077585154	10.0	10.0	ENSG00000144320	0.2548900975296583	-0.1320630557292629	0.14860333333333342	0.7712618235499131	10.0	10.0
KIAA1919	ENSG00000173214	0.720104472251369	-0.07718993342819729	10.0	10.0	ENSG00000173214	0.8575016804294284	0.06635388816605402	9.0	9.0	ENSG00000173214	0.4004275346015399	0.005600837682336222	0.27671	0.664089002210097	9.0	9.0	ENSG00000173214	0.16641532282669813	-0.05262756583800788	9.0	9.0	ENSG00000173214	0.35302673276277996	0.04250718105197134	9.0	9.0	ENSG00000173214	0.5966771386644834	-0.023824700792968074	-0.011936666666666726	0.4264248360663483	9.0	9.0	ENSG00000173214	0.45465210794157906	-0.0753074180750231	9.0	9.0	ENSG00000173214	0.6238166341188958	0.05552657351756984	9.0	9.0	ENSG00000173214	0.7332709578197119	-0.024910503719188213	1.1108533333333332	0.5821310635422284	9.0	9.0
KIRREL	ENSG00000183853	0.030364490982891037	-0.4519593048287956	10.0	10.0	ENSG00000183853	0.25327355711641264	-0.0632278774774087	10.0	10.0	ENSG00000183853	0.025560211250289403	-0.2729426234076923	-0.6484733333333333	0.34187132810707	10.0	10.0	ENSG00000183853	0.03553864302251086	-0.27886086550046335	10.0	10.0	ENSG00000183853	0.8827516822214594	-0.14954021850454155	10.0	10.0	ENSG00000183853	0.054970751444682366	-0.2098624015975985	-0.47965333333333326	0.8921573537908095	10.0	10.0	ENSG00000183853	0.025197734407315032	-0.2991343042883492	9.0	9.0	ENSG00000183853	0.18553616785641003	-0.16038656514508912	9.0	9.0	ENSG00000183853	0.017288093214781603	-0.1761559124886459	-0.9434466666666665	0.7382099773893621	8.0	8.0
KIRREL2	ENSG00000126259	0.21748867181749476	-0.06756157839922983	10.0	10.0	ENSG00000126259	0.6054679164131965	-0.09811149327865072	10.0	10.0	ENSG00000126259	0.27266570752721	-0.1179625293412635	-0.2040166666666667	0.05645929819500658	10.0	10.0	ENSG00000126259	0.1863457052931251	-0.2434808974815549	10.0	10.0	ENSG00000126259	0.16262160599422693	-0.11917755992928003	10.0	10.0	ENSG00000126259	0.06847581509004759	-0.15975376475816952	-0.29954333333333333	0.9832257260685339	10.0	10.0	ENSG00000126259	0.13059969845159608	-0.1899178639567363	10.0	10.0	ENSG00000126259	0.3399731406733615	-0.030593115625066326	10.0	10.0	ENSG00000126259	0.1854280869259176	-0.13133373387613423	0.16214333333333333	0.579151481904644	10.0	10.0
KISS1R	ENSG00000116014	0.5542949462667799	0.02744318150075741	10.0	10.0	ENSG00000116014	0.9199295406747844	0.09912356461289762	10.0	10.0	ENSG00000116014	0.6126983533481283	0.09292892335967214	0.4018966666666666	0.5145466600336959	10.0	10.0	ENSG00000116014	0.9409246012137595	-0.035008472548153355	10.0	10.0	ENSG00000116014	0.7518186511076759	0.06120240457561371	10.0	10.0	ENSG00000116014	0.9453770833193614	0.06673091957320586	0.66003	0.4969322956034191	10.0	10.0	ENSG00000116014	0.797164696799893	0.012303350498012358	10.0	10.0	ENSG00000116014	0.6711970039367193	0.013227035278020308	10.0	10.0	ENSG00000116014	0.7954804201137684	0.025453959775780577	1.04861	0.9266385083217792	10.0	10.0
KLRC1	ENSG00000134545	0.2896741033132537	-0.22888286965614277	10.0	10.0	ENSG00000134545	0.538152978053823	-0.07963003688450715	10.0	10.0	ENSG00000134545	0.25631244290305877	-0.12443108277614241	-0.3292466666666667	0.12770272113680864	10.0	10.0	ENSG00000134545	0.024517891042670287	-0.232716073236139	10.0	10.0	ENSG00000134545	0.9024755703519152	0.01445758166833428	10.0	10.0	ENSG00000134545	0.09230486775783951	-0.13070728963761505	-0.24644666666666667	0.2988399959298842	10.0	10.0	ENSG00000134545	0.3205829391331795	-0.0757174285230881	10.0	10.0	ENSG00000134545	0.6841191329556757	0.0571187300420816	10.0	10.0	ENSG00000134545	0.722027008608783	-0.03510900350865674	0.16653666666666667	0.23131666367028314	10.0	10.0
KLRC2	ENSG00000205809	0.27782593637008035	4.479664960579018e-05	10.0	10.0	ENSG00000205809	0.7384912301193312	0.021602322415212524	10.0	10.0	ENSG00000205809	0.3208983761326537	-0.06792347100922856	0.49076666666666663	0.13099907701603358	10.0	10.0	ENSG00000205809	0.6784614806447531	-0.12569664716524342	10.0	10.0	ENSG00000205809	0.6624190816156439	-0.026556960778071622	10.0	10.0	ENSG00000205809	0.8073483985371694	-0.029178061766138255	0.6318133333333332	0.9508615059957627	10.0	10.0	ENSG00000205809	0.7948784445679765	0.0013006096024365439	10.0	10.0	ENSG00000205809	0.42986723582472686	0.03222421149190905	10.0	10.0	ENSG00000205809	0.723139799168563	0.03429523354457867	0.9726166666666668	0.9913231832084263	10.0	10.0
KLRC3	ENSG00000205810	0.6027877922810398	-0.06292840369848086	7.0	7.0	ENSG00000205810	0.4776893248328792	-0.19804721581724807	7.0	7.0	ENSG00000205810	0.9796419640169305	-0.09201010608296471	0.006139999999999997	0.094411240254353	7.0	7.0	ENSG00000205810	0.37858855376284606	-0.11237755014043967	7.0	7.0	ENSG00000205810	0.2019788502977129	-0.20311091018004016	7.0	7.0	ENSG00000205810	0.2774322610330586	-0.1880796052268255	-0.4327700000000001	0.695963773457926	7.0	7.0	ENSG00000205810	0.5293896236715998	-0.10958347166558376	7.0	7.0	ENSG00000205810	0.41254093513632195	-0.033974881506209455	7.0	7.0	ENSG00000205810	0.40962394234003296	-0.06713662124855922	-0.02805000000000001	0.20582686422756957	7.0	7.0
KLRF1	ENSG00000150045	0.2650533806470051	0.24318669737438225	10.0	10.0	ENSG00000150045	0.1617399750730898	0.057154705926941156	10.0	10.0	ENSG00000150045	0.12810547403665445	0.17003210906261548	0.6573166666666667	0.7175203868462072	10.0	10.0	ENSG00000150045	0.37030757305753814	0.19726220753578802	10.0	10.0	ENSG00000150045	0.1242475857919587	0.12001331108767721	10.0	10.0	ENSG00000150045	0.13041990074628157	0.13288988029673	0.83076	0.5497568419589957	10.0	10.0	ENSG00000150045	0.11413333769650805	-0.05734916346931104	10.0	10.0	ENSG00000150045	0.2429783305638249	0.01934512805879711	10.0	10.0	ENSG00000150045	0.0978296346804947	0.028018977780995963	0.94657	0.17083555981430376	10.0	10.0
